CITY,NAICSDESCR,X,Y
DANVILLE,CHURCHES,-84.7272375,37.5993428
LOUISVILLE,CHURCHES,-85.6754334,38.0756579
SHEPHERDSVILLE,CHURCHES,-85.6807377,38.0435302
INDIANAPOLIS,CHURCHES,-86.0834905,39.7725526
INDIANAPOLIS,CHURCHES,-85.9573043,39.7752261
INDIANAPOLIS,CHURCHES,-86.1379945,39.8155362
BLOOMINGTON,CHURCHES,-86.5383146,39.1687741
COATESVILLE,CHURCHES,-86.7057345,39.5795022
CANNELTON,CHURCHES,-86.741386,37.9096242
TELL CITY,CHURCHES,-86.6838568,38.0131031
TELL CITY,CHURCHES,-86.7668387,37.952497
TELL CITY,CHURCHES,-86.768002,37.9536641
INDIANAPOLIS,CHURCHES,-86.034329,39.8262735
INDIANAPOLIS,CHURCHES,-86.178289,39.8089572
VERSAILLES,CHURCHES,-85.2520825,39.0698047
BLOOMINGTON,CHURCHES,-86.5388938,39.1693697
MARTINSVILLE,CHURCHES,-86.4145115,39.4246964
BEDFORD,CHURCHES,-86.4910242,38.8507269
INDIANAPOLIS,CHURCHES,-86.1460317,39.7814525
GREENCASTLE,CHURCHES,-86.839688,39.6494851
BATESVILLE,CHURCHES,-85.2092188,39.3164911
SCOTTSBURG,CHURCHES,-85.7766671,38.6879077
LAUREL,CHURCHES,-85.1897429,39.4993323
MADISON,CHURCHES,-85.2823347,38.8335071
MITCHELL,CHURCHES,-86.4729426,38.73057
INDIANAPOLIS,CHURCHES,-86.1067142,39.8251057
INDIANAPOLIS,CHURCHES,-86.1823809,39.7145097
INDIANAPOLIS,CHURCHES,-86.1410276,39.758869
INDIANAPOLIS,CHURCHES,-86.1186355,39.803674
INDIANAPOLIS,CHURCHES,-86.145687,39.8401416
INDIANAPOLIS,CHURCHES,-86.0074931,39.7037598
INDIANAPOLIS,CHURCHES,-86.0975048,39.8263899
INDIANAPOLIS,CHURCHES,-86.0988274,39.6668564
INDIANAPOLIS,CHURCHES,-86.1292323,39.694021
INDIANAPOLIS,CHURCHES,-86.2380781,39.7275328
INDIANAPOLIS,CHURCHES,-86.1195129,39.8184
BLOOMINGTON,SYNAGOGUES,-86.4825341,39.1635997
INDIANAPOLIS,CHURCHES,-86.140021,39.7297528
INDIANAPOLIS,CHURCHES,-86.2048458,39.7788186
INDIANAPOLIS,CHURCHES,-86.0206384,39.8046567
INDIANAPOLIS,PLACES OF WORSHIP,-86.210168,39.834078
BEDFORD,CHURCHES,-86.4890508,38.8643458
MOORESVILLE,CHURCHES,-86.372328,39.5439639
EMINENCE,CHURCHES,-86.6418324,39.5215178
INDIANAPOLIS,CHURCHES,-86.1501843,39.6636735
INDIANAPOLIS,CHURCHES,-86.1169987,39.7760157
LEXINGTON,CHURCHES,-84.5010989,38.0644815
LEXINGTON,CHURCHES,-84.4966941,38.0485834
LEXINGTON,CHURCHES,-84.5004306,38.0358367
LEXINGTON,CHURCHES,-84.5349792,38.0508115
LEXINGTON,CHURCHES,-84.5375364,38.015155
LEXINGTON,CHURCHES,-84.4951188,38.0042789
LEXINGTON,CHURCHES,-84.4908096,38.0277645
LEXINGTON,CHURCHES,-84.5031672,38.0513527
LEXINGTON,CHURCHES,-84.5425286,38.0054904
LEXINGTON,CHURCHES,-84.4904841,38.039839
LEXINGTON,CHURCHES,-84.5205067,38.0724132
LEXINGTON,CHURCHES,-84.5443157,38.0344008
CARROLLTON,CHURCHES,-85.1813592,38.6812352
LEXINGTON,CHURCHES,-84.529771,37.9732803
LEXINGTON,CHURCHES,-84.4944167,38.0059767
LEXINGTON,CHURCHES,-84.5028258,38.0604329
MADISON,CHURCHES,-85.2435818,38.7368488
GREENSBURG,CHURCHES,-85.5611205,39.3813652
WESTPORT,CHURCHES,-85.5743444,39.176119
WESTPORT,CHURCHES,-85.6302209,39.1518243
GREENSBURG,CHURCHES,-85.508173,39.2782243
GREENSBURG,CHURCHES,-85.4974248,39.35589
ENGLISH,CHURCHES,-86.4543535,38.3278726
GREENSBURG,CHURCHES,-85.6407057,39.3157938
GREENSBURG,CHURCHES,-85.4862284,39.3373249
SAINT PAUL,CHURCHES,-85.5550902,39.4307342
WESTPORT,CHURCHES,-85.5180086,39.1652882
GREENSBURG,CHURCHES,-85.5601088,39.292119
LEAVENWORTH,CHURCHES,-86.375278,38.1377399
PATRIOT,CHURCHES,-84.8292308,38.8397266
CENTERVILLE,CHURCHES,-84.9958671,39.8183927
RICHMOND,CHURCHES,-84.9041509,39.8214729
BEDFORD,CHURCHES,-86.4813514,38.8655253
INDIANAPOLIS,"TEMPLES, RELIGIOUS",-85.9733141,39.8185466
CENTERVILLE,CHURCHES,-84.9858103,39.8167449
MARTINSVILLE,CHURCHES,-86.603533,39.4975721
CAMPBELLSBURG,CHURCHES,-86.2662593,38.6498656
DILLSBORO,CHURCHES,-85.1584266,39.0531603
DILLSBORO,CHURCHES,-85.0769812,38.9054694
VEVAY,CHURCHES,-85.1879646,38.6925702
SPENCER,CHURCHES,-86.8155978,39.4263203
MARTINSVILLE,CHURCHES,-86.4357272,39.4063004
BLOOMINGTON,PLACES OF WORSHIP,-86.4832614,39.1230149
INDIANAPOLIS,PLACES OF WORSHIP,-86.1516291,39.8236374
LIBERTY,CHURCHES,-84.9924516,39.5901412
RICHMOND,CHURCHES,-84.9482329,39.8783725
SPENCER,CHURCHES,-86.7408044,39.301828
INDIANAPOLIS,CHURCHES,-86.1590083,39.6530082
GREENFIELD,CHURCHES,-85.7546209,39.7729068
CORYDON,CHURCHES,-86.1406535,38.2183023
CORYDON,CHURCHES,-86.1444534,38.2306414
MAUCKPORT,CHURCHES,-86.2429827,38.1295345
BROWNSBURG,CHURCHES,-86.3723722,39.8335468
CLAYTON,CHURCHES,-86.5224357,39.6179433
DANVILLE,CHURCHES,-86.6460766,39.7609806
PLAINFIELD,CHURCHES,-86.4031688,39.7073434
PLAINFIELD,CHURCHES,-86.3882116,39.6974469
CLAYTON,CHURCHES,-86.5216424,39.6161035
SPRINGFIELD,CHURCHES,-85.2184541,37.6851428
INDIANAPOLIS,CHURCHES,-86.1395348,39.7437478
LEBANON,CHURCHES,-85.2524174,37.5664897
CLAYTON,CHURCHES,-86.522737,39.6907532
NORMAN,CHURCHES,-86.2100648,38.923033
WILKINSON,CHURCHES,-85.6143754,39.8915927
BROWNSTOWN,CHURCHES,-86.0485514,38.8831876
BROWNSBURG,CHURCHES,-86.4119882,39.8794782
CROTHERSVILLE,CHURCHES,-85.8597056,38.7643244
FREETOWN,CHURCHES,-86.1322677,38.9732229
BROWNSBURG,CHURCHES,-86.3932672,39.8933707
LIZTON,CHURCHES,-86.5455355,39.8837462
CROTHERSVILLE,CHURCHES,-85.8227589,38.8424532
SEYMOUR,CHURCHES,-85.9054622,38.9603808
COLUMBUS,CHURCHES,-85.9419163,39.2492779
GREENWOOD,CHURCHES,-86.0184248,39.6121136
WEST BADEN SPRINGS,CHURCHES,-86.6134412,38.5652497
LOUISVILLE,"MOSQUES, RELIGIOUS",-85.7837043,38.2506537
LEXINGTON,CHURCHES,-84.4686178,38.0600879
LEXINGTON,CHURCHES,-84.4941186,38.04675
FRANKFORT,CHURCHES,-84.8177573,38.1846227
LEXINGTON,CHURCHES,-84.4616191,37.9945191
FRANKFORT,CHURCHES,-84.8904398,38.17791
LEXINGTON,CHURCHES,-84.5321631,38.0107066
LEXINGTON,CHURCHES,-84.5128684,38.0232034
LEXINGTON,CHURCHES,-84.4978222,38.0509023
LEXINGTON,CHURCHES,-84.4874792,38.0226196
LEXINGTON,CHURCHES,-84.4872553,38.0384931
LEXINGTON,PLACES OF WORSHIP,-84.5034456,38.0455787
LEXINGTON,CHURCHES,-84.4588497,37.976975
LEXINGTON,CHURCHES,-84.5268818,38.0498487
LEXINGTON,CHURCHES,-84.5020304,38.0356783
LEXINGTON,CHURCHES,-84.4914177,38.0519712
FRANKFORT,CHURCHES,-84.8542789,38.2145868
FRANKFORT,CHURCHES,-84.9266866,38.1361147
FRANKFORT,CHURCHES,-84.8709787,38.2013218
LANCASTER,CHURCHES,-84.5411905,37.6492235
DRY RIDGE,CHURCHES,-84.7117829,38.6948357
HAWESVILLE,CHURCHES,-86.7502646,37.9023478
GLENDALE,CHURCHES,-85.9092208,37.6010488
LAGRANGE,CHURCHES,-85.3134601,38.4324621
LOUISVILLE,CHURCHES,-85.7828183,38.2542201
LOUISVILLE,CHURCHES,-85.5629898,38.1954213
LOUISVILLE,PLACES OF WORSHIP,-85.7033852,38.2322525
LOUISVILLE,CHURCHES,-85.6426338,38.2202785
LOUISVILLE,CHURCHES,-85.6741231,38.1801174
LOUISVILLE,CHURCHES,-85.79094,38.2645906
ELIZABETHTOWN,CHURCHES,-85.897183,37.7473471
LEXINGTON,PLACES OF WORSHIP,-84.5282124,38.0211834
LEXINGTON,PLACES OF WORSHIP,-84.4971077,38.0497603
LEXINGTON,CHURCHES,-84.4795999,37.9704524
LOUISVILLE,CHURCHES,-85.7858396,38.266528
LANCASTER,CHURCHES,-84.6090727,37.7146102
ELIZABETHTOWN,CHURCHES,-85.9043523,37.7979207
LEXINGTON,CHURCHES,-84.5263748,37.9794627
RADCLIFF,CHURCHES,-85.9188708,37.8130869
DRY RIDGE,CHURCHES,-84.5837522,38.695052
LEXINGTON,CHURCHES,-84.4940102,38.0501215
LEXINGTON,CHURCHES,-84.531593,38.0493258
LEXINGTON,CHURCHES,-84.499767,38.0504653
RADCLIFF,CHURCHES,-85.9421386,37.8457327
ELIZABETHTOWN,CHURCHES,-85.9043391,37.7209516
DRY RIDGE,CHURCHES,-84.7088492,38.7576622
LOUISVILLE,CHURCHES,-85.7920969,38.2226666
RADCLIFF,CHURCHES,-85.947576,37.8121588
LEWISPORT,CHURCHES,-86.9122173,37.9321288
ELIZABETHTOWN,CHURCHES,-85.7820963,37.6922546
LANCASTER,CHURCHES,-84.5767498,37.6195821
LOUISVILLE,CHURCHES,-85.4923314,38.2825486
LEXINGTON,CHURCHES,-84.5247848,37.9736789
LOUISVILLE,CHURCHES,-85.6567467,38.2466908
LOUISVILLE,CHURCHES,-85.6443974,38.262829
LOUISVILLE,CHURCHES,-85.7579279,38.2369568
FRANKFORT,CHURCHES,-84.8336105,38.2077511
LEXINGTON,CHURCHES,-84.4607665,37.96758
LOUISVILLE,CHURCHES,-85.6854916,38.2275551
FERN CREEK,CHURCHES,-85.5782555,38.1358926
LOUISVILLE,CHURCHES,-85.6351039,38.2136822
LOUISVILLE,CHURCHES,-85.8015313,38.2307602
FRANKFORT,CHURCHES,-84.7998687,38.2141729
LOUISVILLE,CHURCHES,-85.6415461,38.2028311
LEXINGTON,CHURCHES,-84.4817616,37.9642364
LEXINGTON,CHURCHES,-84.5086949,38.0035766
LEITCHFIELD,CHURCHES,-86.2929343,37.4811613
EASTVIEW,CHURCHES,-86.1823791,37.6485359
RADCLIFF,CHURCHES,-85.9172271,37.8287828
NEW ALBANY,CHURCHES,-85.8025631,38.3488438
MCCORDSVILLE,CHURCHES,-85.9186757,39.8780889
STILESVILLE,CHURCHES,-86.633135,39.6409865
MITCHELL,CHURCHES,-86.4872869,38.7579722
AVON,CHURCHES,-86.3823428,39.7766966
BROWNSBURG,CHURCHES,-86.3949167,39.8745467
DEPUTY,CHURCHES,-85.721443,38.8103834
NORWOOD,CHURCHES,-84.4581086,39.1557994
SEYMOUR,CHURCHES,-85.8442379,38.949415
HANOVER,CHURCHES,-85.4755041,38.7140622
SPRINGVILLE,CHURCHES,-86.5699538,38.968138
INDIANAPOLIS,CHURCHES,-86.0258599,39.7740794
INDIANAPOLIS,"TEMPLES, RELIGIOUS",-86.2356719,39.8541339
MADISON,CHURCHES,-85.4069826,38.7664999
HARRODSBURG,CHURCHES,-84.8224044,37.7741421
COMMISKEY,CHURCHES,-85.6453876,38.8596263
LEXINGTON,PLACES OF WORSHIP,-84.4833006,38.0269916
CINCINNATI,CHURCHES,-84.4751962,39.1984311
ELLETTSVILLE,CHURCHES,-86.6175854,39.2259992
HANOVER,CHURCHES,-85.4600055,38.6516023
CINCINNATI,CHURCHES,-84.5717496,39.2219156
SCOTTSBURG,CHURCHES,-85.7756497,38.6483402
CINCINNATI,CHURCHES,-84.5700131,39.2573083
CINCINNATI,CHURCHES,-84.5194323,39.2114368
CINCINNATI,CHURCHES,-84.6363638,39.2287668
CINCINNATI,CHURCHES,-84.4838808,39.1291357
HAMILTON,CHURCHES,-84.5558589,39.3707689
WEST CHESTER,CHURCHES,-84.4535435,39.3523617
FAIRFIELD TOWNSHIP,CHURCHES,-84.5335082,39.3817338
HAMILTON,CHURCHES,-84.5569012,39.3589358
MIDDLETOWN,CHURCHES,-84.4625614,39.5038003
CINCINNATI,CHURCHES,-84.5675833,39.2331689
LOCKLAND,CHURCHES,-84.4627111,39.2299548
BEDFORD,CHURCHES,-85.3175037,38.5943471
CINCINNATI,CHURCHES,-84.5453214,39.1956076
HARRISON,CHURCHES,-84.7634355,39.2820999
CINCINNATI,PLACES OF WORSHIP,-84.5172287,39.1713676
CINCINNATI,CHURCHES,-84.510135,39.1253067
CINCINNATI,CHURCHES,-84.5239849,39.1129584
MIDWAY,CHURCHES,-84.7715575,38.1805304
CINCINNATI,CHURCHES,-84.5602858,39.2709718
VERSAILLES,CHURCHES,-84.6815733,38.048216
MAGNOLIA,CHURCHES,-85.7409538,37.4468045
HODGENVILLE,CHURCHES,-85.7540109,37.5387337
PEWEE VALLEY,CHURCHES,-85.4823357,38.3021297
HODGENVILLE,CHURCHES,-85.7338625,37.5386608
VERSAILLES,CHURCHES,-84.6696605,38.0404066
LAGRANGE,CHURCHES,-85.3565306,38.4259586
STANFORD,CHURCHES,-84.6606115,37.530487
GLENDALE,CHURCHES,-85.9145469,37.5843075
CINCINNATI,CHURCHES,-84.4874621,39.1243965
CINCINNATI,CHURCHES,-84.5193096,39.1737174
TAYLORSVILLE,CHURCHES,-85.3465381,38.0305364
LEBANON,CHURCHES,-85.2864505,37.5574393
CINCINNATI,CHURCHES,-84.4953541,39.1501207
CINCINNATI,CHURCHES,-84.5307329,39.2327695
CINCINNATI,CHURCHES,-84.5463316,39.1525205
CINCINNATI,CHURCHES,-84.5195009,39.1471282
CINCINNATI,CHURCHES,-84.6276086,39.1187153
CINCINNATI,CHURCHES,-84.6149077,39.1662212
CINCINNATI,CHURCHES,-84.5499536,39.219885
LOUISVILLE,CHURCHES,-85.6578691,38.1027716
CINCINNATI,CHURCHES,-84.5979884,39.2276398
HARRISON,CHURCHES,-84.7405402,39.2751823
CINCINNATI,CHURCHES,-84.4589407,39.2480262
NORWOOD,CHURCHES,-84.4598687,39.1575955
FOREST PARK,CHURCHES,-84.5281931,39.2883997
BARDSTOWN,CHURCHES,-85.4623924,37.812554
BRANDENBURG,CHURCHES,-86.1623244,37.9913855
EKRON,CHURCHES,-86.114301,37.88344
GEORGETOWN,CHURCHES,-84.5692065,38.2469908
HARRODSBURG,CHURCHES,-84.8476617,37.7834888
NICHOLASVILLE,CHURCHES,-84.4878699,37.8653598
GEORGETOWN,CHURCHES,-84.5575849,38.21753
SHELBYVILLE,CHURCHES,-85.2150651,38.2099396
SHELBYVILLE,CHURCHES,-85.1644563,38.2076859
HAMILTON,CHURCHES,-84.584899,39.4104048
FORDSVILLE,CHURCHES,-86.7899206,37.6165095
SHELBYVILLE,CHURCHES,-85.2462107,38.2141628
BARDSTOWN,CHURCHES,-85.5150108,37.8556218
GEORGETOWN,CHURCHES,-84.5523582,38.1912262
NICHOLASVILLE,CHURCHES,-84.5872466,37.880947
NICHOLASVILLE,CHURCHES,-84.5656888,37.863895
BLOOMFIELD,CHURCHES,-85.3206548,37.9115742
GUSTON,CHURCHES,-86.1389394,37.8886749
HARRODSBURG,CHURCHES,-84.8162562,37.7169673
GEORGETOWN,CHURCHES,-84.5592064,38.2088143
WILMORE,CHURCHES,-84.656922,37.8597972
PAYNEVILLE,CHURCHES,-86.4385903,38.0302433
SHELBYVILLE,CHURCHES,-85.236455,38.2113815
SIMPSONVILLE,CHURCHES,-85.357793,38.2215499
GEORGETOWN,CHURCHES,-84.5523637,38.2142833
BLOOMFIELD,CHURCHES,-85.3219107,37.9088706
GEORGETOWN,CHURCHES,-84.5072283,38.3062854
LOUISVILLE,CHURCHES,-85.8256008,38.2492085
LOUISVILLE,CHURCHES,-85.5838027,38.2705973
VALLEY STATION,CHURCHES,-85.8916948,38.071207
LOUISVILLE,CHURCHES,-85.5475845,38.3178642
LOUISVILLE,CHURCHES,-85.7859217,38.2574017
LOUISVILLE,CHURCHES,-85.7729859,38.2364293
HAMILTON,CHURCHES,-84.6011366,39.4080015
HAMILTON,CHURCHES,-84.5643481,39.3978438
LOUISVILLE,CHURCHES,-85.8675671,38.1453815
LOUISVILLE,CHURCHES,-85.7802316,38.2371307
LOUISVILLE,CHURCHES,-85.6975648,38.2254283
LOUISVILLE,CHURCHES,-85.6492795,38.2440761
LOUISVILLE,CHURCHES,-85.6659815,38.1238479
LOUISVILLE,CHURCHES,-85.8872893,38.115528
LOUISVILLE,CHURCHES,-85.8168636,38.2312244
LOUISVILLE,CHURCHES,-85.7223776,38.2410655
LOUISVILLE,CHURCHES,-85.6900002,38.2543109
LOUISVILLE,CHURCHES,-85.7737282,38.2475203
LOUISVILLE,CHURCHES,-85.7397382,38.2227821
LOUISVILLE,CHURCHES,-85.689537,38.2543801
LOUISVILLE,CHURCHES,-85.8234363,38.1956495
LOUISVILLE,CHURCHES,-85.7655134,38.2088538
LOUISVILLE,CHURCHES,-85.7263912,38.2575579
LOUISVILLE,CHURCHES,-85.7734501,38.2481342
LOUISVILLE,CHURCHES,-85.7110755,38.2211183
LOUISVILLE,CHURCHES,-85.7824548,38.1954875
LOUISVILLE,CHURCHES,-85.7319304,38.2351813
LOUISVILLE,CHURCHES,-85.6929933,38.2246452
LOUISVILLE,CHURCHES,-85.6269765,38.2633633
LOUISVILLE,CHURCHES,-85.7260331,38.2429725
LOUISVILLE,CHURCHES,-85.5858986,38.1514126
LOUISVILLE,CHURCHES,-85.7889023,38.2370431
LOUISVILLE,"MOSQUES, RELIGIOUS",-85.6488948,38.1790651
LOUISVILLE,PLACES OF WORSHIP,-85.6966097,38.2259805
LOUISVILLE,CHURCHES,-85.8111929,38.2319229
LOUISVILLE,CHURCHES,-85.7738522,38.1465542
LOUISVILLE,CHURCHES,-85.7894443,38.177718
LOUISVILLE,CHURCHES,-85.7474417,38.2378846
LOUISVILLE,CHURCHES,-85.7833517,38.138326
HAMILTON,CHURCHES,-84.5775483,39.3797312
OXFORD,CHURCHES,-84.7443848,39.509861
HAMILTON,CHURCHES,-84.5368927,39.3730388
LOUISVILLE,CHURCHES,-85.7200491,38.1881373
LOUISVILLE,CHURCHES,-85.745976,38.2414661
LOUISVILLE,CHURCHES,-85.6560561,38.202255
LOUISVILLE,"MOSQUES, RELIGIOUS",-85.8233985,38.2409344
LOUISVILLE,CHURCHES,-85.8050824,38.2492685
LOUISVILLE,PLACES OF WORSHIP,-85.7070086,38.2528729
LOUISVILLE,CHURCHES,-85.6157876,38.1344531
LOUISVILLE,"TEMPLES, RELIGIOUS",-85.5442275,38.3070536
LOUISVILLE,CHURCHES,-85.7760093,38.2537987
LOUISVILLE,CHURCHES,-85.6815421,38.2235367
LOUISVILLE,CHURCHES,-85.7485096,38.2382929
LOUISVILLE,CHURCHES,-85.7109911,38.2020649
LOUISVILLE,CHURCHES,-85.8333089,38.2014828
LOUISVILLE,CHURCHES,-85.7925373,38.2457559
LOUISVILLE,"MOSQUES, RELIGIOUS",-85.7621755,38.2226978
LOUISVILLE,CHURCHES,-85.7637648,38.2369295
LOUISVILLE,PLACES OF WORSHIP,-85.7117478,38.2288249
LOUISVILLE,PLACES OF WORSHIP,-85.6988843,38.2266284
LOUISVILLE,CHURCHES,-85.7535622,38.2519911
LOUISVILLE,CHURCHES,-85.8057022,38.2763845
LOUISVILLE,CHURCHES,-85.6607981,38.1450959
LOUISVILLE,CHURCHES,-85.7387382,38.245483
LOUISVILLE,CHURCHES,-85.5719847,38.2885384
LOUISVILLE,CHURCHES,-85.8192243,38.1790014
LOUISVILLE,CHURCHES,-85.7826935,38.1793967
LOUISVILLE,CHURCHES,-85.7380854,38.2337363
LOUISVILLE,CHURCHES,-85.8138954,38.2396247
LOUISVILLE,CHURCHES,-85.7812523,38.2517301
LOUISVILLE,CHURCHES,-85.6165374,38.2332388
LOUISVILLE,CHURCHES,-85.7583594,38.2432544
LOUISVILLE,CHURCHES,-85.7688238,38.2526049
LOUISVILLE,CHURCHES,-85.6175088,38.1403245
LOUISVILLE,CHURCHES,-85.8606803,38.0964257
LOUISVILLE,PLACES OF WORSHIP,-85.7718829,38.1764245
LOUISVILLE,CHURCHES,-85.8658415,38.1100521
LOUISVILLE,CHURCHES,-85.6790104,38.1258211
HARRODSBURG,CHURCHES,-84.8453686,37.7626376
INDEPENDENCE,PLACES OF WORSHIP,-84.5431516,38.9471238
LOUISVILLE,CHURCHES,-85.8074618,38.1912778
LOUISVILLE,CHURCHES,-85.7470115,38.2129761
LOUISVILLE,CHURCHES,-85.7753985,38.2182173
LOUISVILLE,CHURCHES,-85.7019611,38.1632608
LOUISVILLE,CHURCHES,-85.7051269,38.1666249
LOUISVILLE,CHURCHES,-85.7661672,38.1842984
LOUISVILLE,CHURCHES,-85.6451959,38.2072908
LOUISVILLE,CHURCHES,-85.5378447,38.1381811
LOUISVILLE,CHURCHES,-85.550788,38.2592575
LOUISVILLE,CHURCHES,-85.6091447,38.2505588
LOUISVILLE,CHURCHES,-85.5880369,38.2467259
LOUISVILLE,CHURCHES,-85.865073,38.1418726
LOUISVILLE,CHURCHES,-85.6216813,38.14714
LOUISVILLE,CHURCHES,-85.8088904,38.2303089
LOUISVILLE,CHURCHES,-85.6087953,38.2203565
LOUISVILLE,CHURCHES,-85.6248722,38.1834745
LOUISVILLE,CHURCHES,-85.710873,38.2323926
COVINGTON,CHURCHES,-84.5045043,39.0809193
COVINGTON,CHURCHES,-84.493865,39.0373444
COVINGTON,CHURCHES,-84.504201,38.9666569
COVINGTON,CHURCHES,-84.5064976,39.079988
ELSMERE,CHURCHES,-84.6090248,39.0080818
INDEPENDENCE,CHURCHES,-84.5570091,38.910132
LAKESIDE PARK,CHURCHES,-84.5671351,39.0278445
COVINGTON,CHURCHES,-84.5074474,39.0497817
BROMLEY,CHURCHES,-84.5631576,39.0825118
INDEPENDENCE,CHURCHES,-84.5425287,38.9452783
LUDLOW,CHURCHES,-84.5509269,39.0904916
FAIRFIELD,CHURCHES,-84.553774,39.3514852
COVINGTON,CHURCHES,-84.5114366,39.0677264
LOUISVILLE,CHURCHES,-85.6855951,38.1057329
LOUISVILLE,CHURCHES,-85.6520637,38.2092263
LOUISVILLE,CHURCHES,-85.7295354,38.2088664
LOUISVILLE,CHURCHES,-85.6764292,38.2161431
LOUISVILLE,CHURCHES,-85.8205176,38.2064679
LOUISVILLE,CHURCHES,-85.7940776,38.2399915
LOUISVILLE,CHURCHES,-85.4782162,38.2516952
LOUISVILLE,CHURCHES,-85.7641855,38.2066008
LOUISVILLE,CHURCHES,-85.6895135,38.2640043
LOUISVILLE,CHURCHES,-85.6679774,38.2499486
LOUISVILLE,CHURCHES,-85.6529522,38.263562
LOUISVILLE,CHURCHES,-85.6596408,38.0975329
LOUISVILLE,CHURCHES,-85.5956534,38.280864
LOUISVILLE,CHURCHES,-85.8110136,38.2309952
LOUISVILLE,CHURCHES,-85.7636794,38.1776702
LOUISVILLE,CHURCHES,-85.8311681,38.1737943
LOUISVILLE,CHURCHES,-85.8636665,38.107132
LOUISVILLE,CHURCHES,-85.7449088,38.2130843
LOUISVILLE,CHURCHES,-85.7751097,38.2361088
LOUISVILLE,CHURCHES,-85.6586301,38.1969625
LOUISVILLE,CHURCHES,-85.620898,38.2710142
LOUISVILLE,CHURCHES,-85.7064493,38.2530065
LOUISVILLE,CHURCHES,-85.5992371,38.1662685
LOUISVILLE,CHURCHES,-85.6641798,38.1640453
LOUISVILLE,CHURCHES,-85.7236131,38.2387802
HAMILTON,CHURCHES,-84.5602948,39.4019093
FORT MITCHELL,CHURCHES,-84.5603239,39.0632126
ELSMERE,CHURCHES,-84.6011146,39.0067554
INDEPENDENCE,CHURCHES,-84.5373754,38.9080631
HAMILTON,CHURCHES,-84.621863,39.4053488
HAMILTON,CHURCHES,-84.5572336,39.3668609
HAMILTON,CHURCHES,-84.5672727,39.4072243
FAIRFIELD TOWNSHIP,CHURCHES,-84.5009795,39.4054332
HAMILTON,CHURCHES,-84.6028737,39.4024797
HAMILTON,CHURCHES,-84.5452968,39.3908961
CINCINNATI,CHURCHES,-84.5604012,39.2096241
CINCINNATI,CHURCHES,-84.5203896,39.1160935
HAMILTON,CHURCHES,-84.6066518,39.4055074
CINCINNATI,CHURCHES,-84.4934609,39.1412841
CINCINNATI,CHURCHES,-84.5455456,39.1644596
GREENWOOD,CHURCHES,-86.1400114,39.6337263
CINCINNATI,CHURCHES,-84.468051,39.2222032
CINCINNATI,CHURCHES,-84.4875995,39.125336
CINCINNATI,CHURCHES,-84.6014438,39.2036754
CINCINNATI,CHURCHES,-84.4936308,39.1489424
LEXINGTON,PLACES OF WORSHIP,-84.5594098,37.9883638
CINCINNATI,CHURCHES,-84.5826243,39.2208957
CINCINNATI,CHURCHES,-84.4778341,39.1978199
CINCINNATI,CHURCHES,-84.4744464,39.2524646
CINCINNATI,CHURCHES,-84.5087914,39.1218091
CINCINNATI,CHURCHES,-84.5182434,39.1708824
HAMILTON,CHURCHES,-84.5591951,39.4130401
HAMILTON,CHURCHES,-84.5835351,39.4072841
INDIANAPOLIS,CHURCHES,-86.2844412,39.7430402
HAMILTON,CHURCHES,-84.5170018,39.4511817
CAMDEN,CHURCHES,-84.651584,39.6297461
EATON,CHURCHES,-84.6327819,39.758717
LOUISVILLE,CHURCHES,-85.605162,38.2584416
RISING SUN,CHURCHES,-84.9312933,38.8853319
EATON,CHURCHES,-84.6301663,39.7469296
INDIANAPOLIS,CHURCHES,-86.111946,39.7615119
CINCINNATI,CHURCHES,-84.4996111,39.2027846
CINCINNATI,PLACES OF WORSHIP,-84.5731017,39.1059556
CINCINNATI,CHURCHES,-84.5300728,39.234375
HARRISON,CHURCHES,-84.8146402,39.2611243
CINCINNATI,CHURCHES,-84.5040892,39.2990723
CINCINNATI,"MOSQUES, RELIGIOUS",-84.5180308,39.1493212
HARRISON,CHURCHES,-84.7210069,39.2470338
CINCINNATI,CHURCHES,-84.5100314,39.2368986
CINCINNATI,CHURCHES,-84.4765386,39.1298341
CINCINNATI,CHURCHES,-84.4952039,39.1375844
FOREST PARK,CHURCHES,-84.4938811,39.273389
CINCINNATI,CHURCHES,-84.4985171,39.1457885
CINCINNATI,CHURCHES,-84.5791644,39.1211914
CINCINNATI,CHURCHES,-84.663777,39.1107836
CINCINNATI,CHURCHES,-84.5864711,39.1075179
CINCINNATI,CHURCHES,-84.5150115,39.1866527
CINCINNATI,CHURCHES,-84.5032263,39.1450152
LOUISVILLE,CHURCHES,-85.871825,38.121946
LOUISVILLE,CHURCHES,-85.8070669,38.1550711
LOUISVILLE,CHURCHES,-85.6999631,38.227492
INDIANAPOLIS,CHURCHES,-86.0731524,39.7820096
OSGOOD,CHURCHES,-85.2947019,39.1293506
LOUISVILLE,CHURCHES,-85.5744394,38.2862836
GUILFORD,CHURCHES,-84.9676218,39.2058533
GUILFORD,CHURCHES,-84.9994778,39.2343764
NORWOOD,CHURCHES,-84.4626627,39.1500983
CINCINNATI,CHURCHES,-84.5425565,39.1554069
CINCINNATI,CHURCHES,-84.5934918,39.24948
CINCINNATI,CHURCHES,-84.4554843,39.1977507
HARRISON,CHURCHES,-84.6786566,39.2823259
CINCINNATI,CHURCHES,-84.4892291,39.1869111
