CITY,NAICSDESCR,X,Y
SANTA ANA,CHURCHES,-117.8984875,33.7341207
POWAY,"MOSQUES, RELIGIOUS",-117.0390876,32.9548825
SAN DIEGO,CHURCHES,-117.1062853,32.7847006
OCEANSIDE,CHURCHES,-117.3194057,33.2324491
SANTA ANA,CHURCHES,-117.92058,33.743021
LANCASTER,PLACES OF WORSHIP,-118.1397308,34.6971895
LOS ANGELES,CHURCHES,-118.2366095,34.1115292
SAN DIEGO,CHURCHES,-117.1020223,32.9648745
NEWPORT BEACH,CHURCHES,-117.8767059,33.6317111
SAN DIEGO,CHURCHES,-117.2179433,32.850492
SAN DIEGO,CHURCHES,-117.1764742,32.8178771
SAN DIEGO,CHURCHES,-117.1897339,32.783434
LOS ANGELES,CHURCHES,-118.1875392,34.0844234
NORTHRIDGE,CHURCHES,-118.5314443,34.258083
SAN FERNANDO,CHURCHES,-118.4342098,34.2809469
NORTH HOLLYWOOD,CHURCHES,-118.3875444,34.2063647
NEWHALL,CHURCHES,-118.5355064,34.3877338
WHITTIER,PLACES OF WORSHIP,-118.0240935,33.9422163
SANTA FE SPRINGS,CHURCHES,-118.054982,33.8953466
SANTA MONICA,PLACES OF WORSHIP,-118.4749342,34.0063113
SANTA MONICA,CHURCHES,-118.4781408,33.9985708
SANTA MONICA,CHURCHES,-118.4942367,34.0255567
NORTH HILLS,CHURCHES,-118.4917522,34.2353241
NORTHRIDGE,CHURCHES,-118.5227636,34.2592642
LOS ANGELES,CHURCHES,-118.3037491,34.0638558
LOS ANGELES,CHURCHES,-118.267198,33.9161447
IRVINE,CHURCHES,-117.8184969,33.6504812
CARLSBAD,CHURCHES,-117.2391529,33.1091
SAN DIEGO,CHURCHES,-117.0779037,32.9274426
NORTHRIDGE,"MOSQUES, RELIGIOUS",-118.5530917,34.2235802
PACOIMA,CHURCHES,-118.419249,34.2712888
PALMDALE,CHURCHES,-118.0240731,34.558908
SAN DIMAS,CHURCHES,-117.8095198,34.1079297
SANTA MONICA,CHURCHES,-118.4973157,34.0231914
ALTADENA,CHURCHES,-118.1415806,34.1815057
LA MIRADA,CHURCHES,-118.0060187,33.8914786
SYLMAR,CHURCHES,-118.3958225,34.2757365
WEST HILLS,CHURCHES,-118.6165807,34.2003992
WILMINGTON,CHURCHES,-118.2677036,33.7828294
LOS ANGELES,CHURCHES,-118.1849268,34.035773
SANTA MONICA,CHURCHES,-118.4747091,34.0221709
VAN NUYS,CHURCHES,-118.5123148,34.193654
ROLLING HILLS ESTATES,CHURCHES,-118.3543842,33.7873473
REDONDO BEACH,CHURCHES,-118.3869634,33.8438029
REDONDO BEACH,CHURCHES,-118.3764572,33.8176816
EL CAJON,CHURCHES,-116.9279878,32.8134328
SAN DIEGO,CHURCHES,-117.0661085,32.7939041
ANAHEIM,CHURCHES,-117.7841727,33.8518762
SAN DIEGO,CHURCHES,-117.1176878,32.8166505
YUCAIPA,CHURCHES,-117.0633849,34.0048439
SANTEE,CHURCHES,-116.9645233,32.8368011
SAN DIEGO,CHURCHES,-117.0813625,32.7239507
SAN BERNARDINO,CHURCHES,-117.276833,34.0595493
REDLANDS,CHURCHES,-117.1503091,34.0387943
TEMPLE CITY,PLACES OF WORSHIP,-118.0635286,34.1069761
ROSEMEAD,CHURCHES,-118.0891025,34.0422507
SANTA MONICA,PLACES OF WORSHIP,-118.4754534,34.0149992
SANTA MONICA,PLACES OF WORSHIP,-118.4862732,34.018659
NORTHRIDGE,PLACES OF WORSHIP,-118.5130293,34.2408948
PERRIS,CHURCHES,-117.2372387,33.7770711
OCEANSIDE,CHURCHES,-117.370899,33.2056661
LAGUNA NIGUEL,CHURCHES,-117.6938623,33.5403843
OCEANSIDE,CHURCHES,-117.3741929,33.206877
CHINO HILLS,PLACES OF WORSHIP,-117.7394505,33.981314
PICO RIVERA,"MOSQUES, RELIGIOUS",-118.1021876,33.9681829
RANCHO PALOS VERDES,CHURCHES,-118.3886868,33.7448462
RESEDA,"MOSQUES, RELIGIOUS",-118.5297127,34.1860438
ROWLAND HEIGHTS,PLACES OF WORSHIP,-117.8670911,33.9743272
SAN GABRIEL,"MOSQUES, RELIGIOUS",-118.0793802,34.1039766
SANTA CLARITA,CHURCHES,-118.5425019,34.3816025
SANTA CLARITA,CHURCHES,-118.5613499,34.3912189
SANTA CLARITA,CHURCHES,-118.46452,34.4140644
SANTA MONICA,CHURCHES,-118.497106,34.0184827
HUNTINGTON PARK,CHURCHES,-118.22168,33.9866368
PASADENA,CHURCHES,-118.0953175,34.1514689
LAKEWOOD,CHURCHES,-118.1499548,33.8588035
NORTH HOLLYWOOD,CHURCHES,-118.387506,34.2074993
BELLFLOWER,CHURCHES,-118.1445178,33.8744054
SANTA CLARITA,CHURCHES,-118.5387716,34.380292
STUDIO CITY,CHURCHES,-118.4135695,34.1509462
LONG BEACH,CHURCHES,-118.1853358,33.8516564
VAN NUYS,CHURCHES,-118.4667431,34.1672936
LOS ANGELES,CHURCHES,-118.2178561,34.0690814
ROSEMEAD,PLACES OF WORSHIP,-118.0832525,34.0454593
SANTA MONICA,CHURCHES,-118.4652973,34.0139879
WOODLAND HILLS,CHURCHES,-118.6237323,34.1749641
BELL,"MOSQUES, RELIGIOUS",-118.190988,33.978651
LA PUENTE,CHURCHES,-117.8974141,34.0068543
LOS ANGELES,PLACES OF WORSHIP,-118.186809,34.1387949
LOS ANGELES,CHURCHES,-118.2961671,33.9512594
SOUTH GATE,CHURCHES,-118.2065229,33.9548177
TEMPLE CITY,CHURCHES,-118.0530618,34.1093474
WEST HILLS,CHURCHES,-118.6151754,34.1995859
SANTA MONICA,CHURCHES,-118.4730482,34.018303
SANTA BARBARA,PLACES OF WORSHIP,-119.6816334,34.4262694
NORTH HOLLYWOOD,CHURCHES,-118.3750078,34.1627896
LOS ANGELES,"TEMPLES, RELIGIOUS",-118.2347576,34.0487989
SANTA CLARITA,CHURCHES,-118.4668805,34.4013683
SUN VALLEY,PLACES OF WORSHIP,-118.3656827,34.2326068
SANTA MONICA,CHURCHES,-118.4785203,34.0268805
QUARTZ HILL,CHURCHES,-118.2174827,34.6532469
SANTA MONICA,PLACES OF WORSHIP,-118.4957089,34.0208134
SUNLAND,CHURCHES,-118.3154478,34.2589147
WEST LOS ANGELES,PLACES OF WORSHIP,-118.4238902,34.0549227
SANTA BARBARA,CHURCHES,-119.706345,34.4263408
VICTORVILLE,CHURCHES,-117.3635726,34.4643681
VAN NUYS,CHURCHES,-118.4975162,34.1995298
WHITTIER,"TEMPLES, RELIGIOUS",-118.0316043,34.0341075
LOS ANGELES,PLACES OF WORSHIP,-118.3696728,34.0406886
HACIENDA HEIGHTS,CHURCHES,-117.9634405,33.9951606
LOS ANGELES,PLACES OF WORSHIP,-118.2925651,34.0547942
SUN VALLEY,CHURCHES,-118.3648329,34.2328626
TARZANA,CHURCHES,-118.5277535,34.177346
SUN VALLEY,CHURCHES,-118.3648333,34.2328626
LOS ANGELES,CHURCHES,-118.2759738,34.0496264
TARZANA,CHURCHES,-118.5277515,34.1773473
LONG BEACH,"TEMPLES, RELIGIOUS",-118.1809219,33.7820096
MONTEREY PARK,PLACES OF WORSHIP,-118.1356538,34.0554035
SANTA CLARITA,CHURCHES,-118.4462628,34.4284465
LOS ANGELES,CHURCHES,-118.2508298,34.0088173
SANTA MONICA,PLACES OF WORSHIP,-118.4716137,34.0336662
WEST COVINA,CHURCHES,-117.9513629,34.0646991
SAN GABRIEL,"MOSQUES, RELIGIOUS",-118.1091695,34.0979077
REDONDO BEACH,"TEMPLES, RELIGIOUS",-118.3753724,33.8348224
WHITTIER,CHURCHES,-118.0606494,33.9922601
WEST COVINA,CHURCHES,-117.9204505,34.0877487
VAN NUYS,CHURCHES,-118.4528456,34.1909877
SANTA CLARITA,CHURCHES,-118.5383298,34.4615611
MONROVIA,CHURCHES,-118.0029639,34.1478519
GRANADA HILLS,CHURCHES,-118.4931951,34.2651679
SUN VALLEY,CHURCHES,-118.4221125,34.2210951
SUN VALLEY,"MOSQUES, RELIGIOUS",-118.4002333,34.2283303
LANCASTER,CHURCHES,-118.1396263,34.6739118
LOS ANGELES,PLACES OF WORSHIP,-118.3704425,34.0991322
RIVERSIDE,CHURCHES,-117.4269726,33.9616837
ARCADIA,CHURCHES,-118.0549289,34.1188462
CARSON,CHURCHES,-118.2427386,33.8321299
LYNWOOD,CHURCHES,-118.1945861,33.9086551
ARTESIA,CHURCHES,-118.0750845,33.8614764
PALMDALE,"MOSQUES, RELIGIOUS",-118.1086868,34.5800199
PALMDALE,CHURCHES,-118.0998484,34.568184
MALIBU,CHURCHES,-118.7062698,34.0379299
LOS ANGELES,CHURCHES,-118.30916,34.0024936
LYNWOOD,CHURCHES,-118.1836219,33.9244755
LYNWOOD,CHURCHES,-118.20796,33.9340976
LOS ANGELES,CHURCHES,-118.2997691,34.0058601
COMPTON,CHURCHES,-118.2528095,33.8987525
CALABASAS,CHURCHES,-118.702921,34.1367218
LOS ANGELES,CHURCHES,-118.4176969,34.0462707
MAYWOOD,CHURCHES,-118.1963869,33.9904521
GLENDALE,CHURCHES,-118.2392833,34.1361571
MONROVIA,CHURCHES,-117.9938415,34.1429198
LOS ANGELES,CHURCHES,-118.3263614,34.0824941
ARCADIA,CHURCHES,-118.0465241,34.1268875
SAN BERNARDINO,CHURCHES,-117.2798118,34.0870665
LONG BEACH,CHURCHES,-118.1786356,33.7813578
LONG BEACH,CHURCHES,-118.1799094,33.7951514
LONG BEACH,CHURCHES,-118.1855906,33.8541315
LOS ANGELES,CHURCHES,-118.2473417,33.9760825
PANORAMA CITY,"MOSQUES, RELIGIOUS",-118.4505147,34.2285819
PARAMOUNT,"TEMPLES, RELIGIOUS",-118.1661554,33.9080767
LOS ANGELES,"TEMPLES, RELIGIOUS",-118.3086501,34.0692663
LOS ANGELES,PLACES OF WORSHIP,-118.3001113,34.0850633
LOS ANGELES,CHURCHES,-118.2351611,34.0776359
LOS ANGELES,CHURCHES,-118.2763067,34.0289451
LOS ANGELES,CHURCHES,-118.2641993,34.0663922
EL MONTE,"TEMPLES, RELIGIOUS",-118.0125188,34.0904369
INGLEWOOD,CHURCHES,-118.3354146,33.9815779
LANCASTER,CHURCHES,-118.1647804,34.6746794
GRANADA HILLS,CHURCHES,-118.4852246,34.258603
LANCASTER,CHURCHES,-118.0585676,34.6967646
LONG BEACH,CHURCHES,-118.1788203,33.788189
LONG BEACH,CHURCHES,-118.1073207,33.8293552
LONG BEACH,CHURCHES,-118.1776653,33.8650239
LONG BEACH,CHURCHES,-118.1919439,33.7795731
LONG BEACH,CHURCHES,-118.1459263,33.7695713
LOS ANGELES,CHURCHES,-118.1953223,34.1116895
LONG BEACH,CHURCHES,-118.1333652,33.8433053
GARDENA,CHURCHES,-118.3121318,33.8948968
NORWALK,CHURCHES,-118.098218,33.8941802
COVINA,CHURCHES,-117.8685913,34.0866863
LOS ANGELES,CHURCHES,-118.1729875,34.085634
BELLFLOWER,CHURCHES,-118.1289331,33.8839858
GLENDALE,CHURCHES,-118.2528989,34.1483726
LOS ANGELES,CHURCHES,-118.2899333,34.0858681
LOS ANGELES,CHURCHES,-118.3259778,33.9997927
LOMITA,CHURCHES,-118.3107194,33.7827965
LOS ANGELES,"MOSQUES, RELIGIOUS",-118.2924876,34.0185631
AZUSA,MONASTERIES (EXCEPT SCHOOLS),-117.8897835,34.1653518
LOS ANGELES,CHURCHES,-118.2744146,34.0006297
LANCASTER,CHURCHES,-118.1876534,34.6903713
LANCASTER,CHURCHES,-118.1114043,34.7053085
LONG BEACH,CHURCHES,-118.2158101,33.7991104
INGLEWOOD,CHURCHES,-118.3259285,33.9493118
INGLEWOOD,CHURCHES,-118.3500836,33.9666312
LONG BEACH,CHURCHES,-118.187346,33.7937173
PASADENA,CHURCHES,-118.1485288,34.1480892
LOS ANGELES,CHURCHES,-118.3460821,34.057964
LOS ANGELES,CHURCHES,-118.293828,34.083244
LOS ANGELES,CHURCHES,-118.2648859,33.9486468
LOS ANGELES,CHURCHES,-118.2393951,34.0666053
ARLETA,CHURCHES,-118.4407293,34.2530371
HAWTHORNE,CHURCHES,-118.3654271,33.9248003
LONG BEACH,CHURCHES,-118.1854349,33.7757936
LONG BEACH,CHURCHES,-118.1106247,33.8036844
LONG BEACH,CHURCHES,-118.1744339,33.7868124
LONG BEACH,CHURCHES,-118.2120323,33.7987219
LONG BEACH,CHURCHES,-118.1335563,33.7642365
LONG BEACH,CHURCHES,-118.2003245,33.8775565
LONG BEACH,CHURCHES,-118.1819159,33.7739127
LONG BEACH,CHURCHES,-118.1768089,33.8306917
LOS ANGELES,CHURCHES,-118.35309,34.101909
NORTH HOLLYWOOD,CHURCHES,-118.4178155,34.193612
LONG BEACH,CHURCHES,-118.1830633,33.7792113
LONG BEACH,CHURCHES,-118.133367,33.842839
LOS ANGELES,CHURCHES,-118.311822,34.062031
LONG BEACH,CHURCHES,-118.1226786,33.8193727
LONG BEACH,PLACES OF WORSHIP,-118.1608283,33.7682453
LOS ANGELES,CHURCHES,-118.2872147,33.9394821
SAN ANTONIO,CHURCHES,-98.5108541,29.5983502
SAN ANTONIO,CHURCHES,-98.4989545,29.4473972
SAN ANTONIO,CHURCHES,-98.3908904,29.407519
LA GRANGE,CHURCHES,-96.8568987,29.853297
SAN ANTONIO,CHURCHES,-98.4139875,29.4253316
SAN ANTONIO,CHURCHES,-98.4735198,29.4135938
LAREDO,CHURCHES,-99.4968326,27.5429869
FLATONIA,CHURCHES,-97.1028307,29.6938154
BEEVILLE,CHURCHES,-97.7527992,28.4084307
LULING,CHURCHES,-97.6442564,29.6757743
SAN ANTONIO,CHURCHES,-98.4587126,29.4260978
SAN ANTONIO,CHURCHES,-98.3973762,29.5501706
SHINER,CHURCHES,-97.1734314,29.4240795
ROCKPORT,CHURCHES,-97.0528701,28.0396969
SAN ANTONIO,CHURCHES,-98.4868194,29.4311982
SAN ANTONIO,CHURCHES,-98.6403425,29.4524127
BROWNSVILLE,CHURCHES,-97.5067057,25.9087256
LAREDO,CHURCHES,-99.4678952,27.4682295
BROWNSVILLE,CHURCHES,-97.4578269,25.898479
LAREDO,CHURCHES,-99.5117985,27.5137205
VICTORIA,CHURCHES,-96.9806507,28.7855388
MCALLEN,CHURCHES,-98.2651498,26.16717
EDINBURG,CHURCHES,-98.1634147,26.2977437
SAN ANTONIO,CHURCHES,-98.466814,29.2403838
CORPUS CHRISTI,CHURCHES,-97.4316372,27.7778174
RIO HONDO,CHURCHES,-97.5799285,26.2374807
BEEVILLE,CHURCHES,-97.7541154,28.4057646
PHARR,CHURCHES,-98.1726027,26.1879525
SAN ANTONIO,CHURCHES,-98.5804097,29.4196779
VICTORIA,CHURCHES,-97.0076769,28.7963845
CORPUS CHRISTI,CHURCHES,-97.2941414,27.6490933
LAREDO,CHURCHES,-99.5000423,27.514589
VICTORIA,CHURCHES,-96.9875321,28.8388648
RIO HONDO,CHURCHES,-97.5823136,26.2366799
ALICE,CHURCHES,-98.0718263,27.752414
SAN ANTONIO,CHURCHES,-98.4677844,29.4428596
SAN ANTONIO,CHURCHES,-98.5239427,29.5311262
YOAKUM,CHURCHES,-97.1550456,29.2947602
SAN ANTONIO,CHURCHES,-98.4936824,29.3685159
DEVINE,CHURCHES,-98.9078891,29.1417067
KYLE,CHURCHES,-97.8792618,29.9912213
LAREDO,CHURCHES,-99.5012393,27.5248985
SAN ANTONIO,CHURCHES,-98.5399779,29.4699887
BEEVILLE,CHURCHES,-97.7578944,28.3916601
EDINBURG,CHURCHES,-98.1617946,26.2646676
SAN ANTONIO,CHURCHES,-98.5869549,29.4273895
LAREDO,CHURCHES,-99.4917462,27.5464786
MISSION,CHURCHES,-98.3063268,26.1354913
LAREDO,CHURCHES,-99.4735038,27.5413301
LAREDO,CHURCHES,-99.4800443,27.4968325
NEW BRAUNFELS,CHURCHES,-98.1423445,29.6848569
SAN ANTONIO,CHURCHES,-98.3843172,29.5832398
MCALLEN,CHURCHES,-98.2364189,26.2012026
CORPUS CHRISTI,CHURCHES,-97.4291973,27.7633607
KENEDY,CHURCHES,-97.8427821,28.8116757
MOORE,CHURCHES,-99.0125641,29.0551145
INEZ,CHURCHES,-96.7896596,28.9026789
CORPUS CHRISTI,CHURCHES,-97.4154358,27.7598772
SAN ANTONIO,CHURCHES,-98.3944836,29.576234
HALLETTSVILLE,CHURCHES,-96.9406855,29.4431111
CORPUS CHRISTI,CHURCHES,-97.4130691,27.7841322
CORPUS CHRISTI,CHURCHES,-97.4045001,27.7935862
VON ORMY,CHURCHES,-98.5876159,29.1689538
CORPUS CHRISTI,CHURCHES,-97.4063166,27.7781711
SAN ANTONIO,CHURCHES,-98.561018,29.4506684
SAN ANTONIO,CHURCHES,-98.5830248,29.4432447
VICTORIA,CHURCHES,-97.0075062,28.8019189
CORPUS CHRISTI,CHURCHES,-97.4517111,27.6947814
LAREDO,CHURCHES,-99.5107846,27.5066745
CORPUS CHRISTI,CHURCHES,-97.407112,27.7250425
CORPUS CHRISTI,CHURCHES,-97.5571956,27.830069
CORPUS CHRISTI,CHURCHES,-97.4401223,27.796212
CORPUS CHRISTI,CHURCHES,-97.3756325,27.6991586
SAN ANTONIO,CHURCHES,-98.4224533,29.5220144
SAN ANTONIO,CHURCHES,-98.4970917,29.451364
CORPUS CHRISTI,CHURCHES,-97.4140166,27.7619851
SAN ANTONIO,CHURCHES,-98.5888148,29.5001256
UVALDE,CHURCHES,-99.7889659,29.2115996
SINTON,CHURCHES,-97.5137012,28.0359142
BISHOP,CHURCHES,-97.8065021,27.5896046
SAN ANTONIO,CHURCHES,-98.5001293,29.4195449
ALAMO,CHURCHES,-98.1180643,26.1868364
LAREDO,CHURCHES,-99.4950958,27.5281936
EDINBURG,CHURCHES,-98.0720766,26.2972419
SAN ANTONIO,CHURCHES,-98.4757594,29.4091059
LAREDO,CHURCHES,-99.4837658,27.5209003
CORPUS CHRISTI,CHURCHES,-97.3750219,27.6703171
ROMA,CHURCHES,-98.9592876,26.4098367
EAGLE PASS,CHURCHES,-100.501501,28.7165145
SAN ANTONIO,CHURCHES,-98.499792,29.3388226
SAN MARCOS,CHURCHES,-97.9680795,29.8973996
MCALLEN,CHURCHES,-98.2466506,26.2494741
CUERO,CHURCHES,-97.2893502,29.0850778
SAN MARCOS,CHURCHES,-97.9433776,29.824227
CARRIZO SPRINGS,CHURCHES,-99.8622154,28.5228907
NEW BRAUNFELS,CHURCHES,-98.0955375,29.6629743
SEGUIN,CHURCHES,-98.0027421,29.669615
BROWNSVILLE,CHURCHES,-97.4965172,25.9220207
PORTLAND,PLACES OF WORSHIP,-97.322376,27.8829683
YORKTOWN,CHURCHES,-97.5503302,29.0007711
SEGUIN,CHURCHES,-97.9456157,29.5793257
VICTORIA,CHURCHES,-97.0108043,28.7944029
VICTORIA,CHURCHES,-97.0063138,28.8657374
UVALDE,CHURCHES,-99.7947344,29.2119624
VICTORIA,"MOSQUES, RELIGIOUS",-97.003283,28.8193124
VICTORIA,CHURCHES,-96.9924867,28.8307009
WESLACO,CHURCHES,-97.9734125,26.1685884
EDINBURG,CHURCHES,-98.1943756,26.2915995
DEL RIO,CHURCHES,-100.9031822,29.3669765
ALICE,CHURCHES,-98.0725613,27.7636837
SAN ANTONIO,CHURCHES,-98.4031132,29.4140771
SAN ANTONIO,CHURCHES,-98.567969,29.5761137
SAN ANTONIO,CHURCHES,-98.6844203,29.4186384
CORPUS CHRISTI,SYNAGOGUES,-97.4046608,27.6960783
SAN ANTONIO,SYNAGOGUES,-98.5339123,29.4474454
SAN ANTONIO,SYNAGOGUES,-98.5279748,29.5918615
SAN ANTONIO,SYNAGOGUES,-98.4979735,29.4487295
SAN ANTONIO,SYNAGOGUES,-98.5429984,29.57058
SAN JUAN,PLACES OF WORSHIP,-98.1570473,26.1781412
SAN ANTONIO,SYNAGOGUES,-98.4406366,29.4067275
LAREDO,SYNAGOGUES,-99.4748942,27.5078963
CRYSTAL CITY,SYNAGOGUES,-99.8281282,28.6994815
LAREDO,SYNAGOGUES,-99.4552944,27.5307095
SAN ANTONIO,SYNAGOGUES,-98.5330994,29.5571349
SAN ANTONIO,SYNAGOGUES,-98.5301444,29.586723
SAN ANTONIO,"MOSQUES, RELIGIOUS",-98.4557193,29.4296727
SAN ANTONIO,"MOSQUES, RELIGIOUS",-98.5640959,29.5206281
MCALLEN,"MOSQUES, RELIGIOUS",-98.2049421,26.2493883
SAN ANTONIO,SYNAGOGUES,-98.5331053,29.5571491
ROBSTOWN,CHURCHES,-97.6684882,27.7958778
CORPUS CHRISTI,"TEMPLES, RELIGIOUS",-97.5702082,27.8484046
CORPUS CHRISTI,CHURCHES,-97.3888709,27.6790499
SAN ANTONIO,CHURCHES,-98.3971503,29.4897595
SAN ANTONIO,CHURCHES,-98.6461847,29.3906394
VON ORMY,CHURCHES,-98.6406486,29.2890286
SAN ANTONIO,CHURCHES,-98.609736,29.6191838
SAN ANTONIO,"MOSQUES, RELIGIOUS",-98.6264857,29.3431587
SAN ANTONIO,CHURCHES,-98.4331595,29.5168353
SAN ANTONIO,SYNAGOGUES,-98.3971575,29.489756
SAN ANTONIO,CHURCHES,-98.6043961,29.352022
SMITHVILLE,CHURCHES,-97.15356,30.0057689
BEEVILLE,CHURCHES,-97.7427374,28.4052383
CONVERSE,CHURCHES,-98.3123021,29.5196476
SMITHVILLE,CHURCHES,-97.1551613,30.0070001
BEEVILLE,CHURCHES,-97.7581671,28.4250908
SAN ANTONIO,CHURCHES,-98.5330833,29.4345439
SAN ANTONIO,PLACES OF WORSHIP,-98.5189056,29.4530331
SAN ANTONIO,SYNAGOGUES,-98.546829,29.5000366
SAN ANTONIO,PLACES OF WORSHIP,-98.546829,29.5000366
SAN ANTONIO,PLACES OF WORSHIP,-98.546829,29.5000366
NEW BRAUNFELS,CHURCHES,-98.1332551,29.6855268
RAYMONDVILLE,CHURCHES,-97.7916635,26.4787649
LOCKHART,CHURCHES,-97.6746482,29.8827999
BROWNSVILLE,CHURCHES,-97.5131314,25.9109762
BROWNSVILLE,CHURCHES,-97.47004,25.9093557
HARLINGEN,CHURCHES,-97.6784194,26.1984911
SAN ANTONIO,CHURCHES,-98.6196401,29.4923521
SAN ANTONIO,CHURCHES,-98.5148458,29.3586504
SAN ANTONIO,CHURCHES,-98.5212143,29.4079757
SAN ANTONIO,CHURCHES,-98.4863409,29.4236709
HARLINGEN,PLACES OF WORSHIP,-97.7064413,26.1924144
COMBES,CHURCHES,-97.7306111,26.2480233
BROWNSVILLE,CHURCHES,-97.4742756,25.9687931
HARLINGEN,CHURCHES,-97.7096431,26.184058
SAN ANTONIO,CHURCHES,-98.4362383,29.4196859
SAN ANTONIO,CHURCHES,-98.4656027,29.3954664
SAN ANTONIO,CHURCHES,-98.4511844,29.3180554
HARLINGEN,CHURCHES,-97.6859013,26.1898942
SAN ANTONIO,CHURCHES,-98.4470029,29.5352585
SAN ANTONIO,CHURCHES,-98.3809089,29.5109865
SAN ANTONIO,CHURCHES,-98.4576843,29.4124512
SAN ANTONIO,CHURCHES,-98.5371053,29.4124084
HARLINGEN,CHURCHES,-97.6992056,26.189401
SAN ANTONIO,CHURCHES,-98.5280147,29.416273
SAN ANTONIO,CHURCHES,-98.625001,29.4261609
SAN ANTONIO,CHURCHES,-98.5500659,29.3972071
SAN ANTONIO,CHURCHES,-98.6857682,29.4353667
SAN ANTONIO,CHURCHES,-98.4914895,29.4589304
PLEASANTON,CHURCHES,-98.4861568,28.9623098
SAN ANTONIO,"SHRINES, RELIGIOUS",-98.5253973,29.4461256
SAN ANTONIO,CHURCHES,-98.5181547,29.4279956
SAN ANTONIO,PLACES OF WORSHIP,-98.4880549,29.4711671
BANDERA,CHURCHES,-99.063919,29.7768309
SAN ANTONIO,CHURCHES,-98.5704159,29.5293815
SAN ANTONIO,CHURCHES,-98.5272176,29.4854528
SAN ANTONIO,CHURCHES,-98.338595,29.5205253
HARLINGEN,CHURCHES,-97.7170249,26.208952
SAN ANTONIO,CHURCHES,-98.5021631,29.3329553
HARLINGEN,CHURCHES,-97.6964129,26.1867912
SAN ANTONIO,CHURCHES,-98.6617625,29.5123705
SAN ANTONIO,CHURCHES,-98.6441194,29.476998
SAN ANTONIO,CHURCHES,-98.5198003,29.3882288
SAN ANTONIO,PLACES OF WORSHIP,-98.488082,29.4125137
VON ORMY,CHURCHES,-98.6331257,29.2615368
HARLINGEN,CHURCHES,-97.6731091,26.2092455
SAN ANTONIO,CHURCHES,-98.684199,29.535283
SAN ANTONIO,CHURCHES,-98.5547503,29.5394906
SAN ANTONIO,CHURCHES,-98.5153032,29.4198307
SAN ANTONIO,CHURCHES,-98.6359705,29.4185875
SAN ANTONIO,CHURCHES,-98.4526211,29.4271931
SAN ANTONIO,CHURCHES,-98.3562271,29.4165227
SAN ANTONIO,CHURCHES,-98.4236516,29.3525695
SAN ANTONIO,CHURCHES,-98.5892914,29.4983326
SAN ANTONIO,CHURCHES,-98.5570978,29.3489669
SAN ANTONIO,PLACES OF WORSHIP,-98.6278131,29.4899387
SAN ANTONIO,CHURCHES,-98.4585398,29.3838791
SAN ANTONIO,CHURCHES,-98.4496602,29.413858
SAN ANTONIO,CHURCHES,-98.4684941,29.4392936
SAN ANTONIO,CHURCHES,-98.5577918,29.415363
SAN ANTONIO,CHURCHES,-98.4616363,29.4735309
SAN ANTONIO,CHURCHES,-98.4553397,29.4921591
SAN ANTONIO,CHURCHES,-98.4779771,29.574918
SAN ANTONIO,CHURCHES,-98.5308002,29.4018633
SAN ANTONIO,CHURCHES,-98.3754014,29.3972345
SAN ANTONIO,CHURCHES,-98.4972435,29.5040431
SAN ANTONIO,PLACES OF WORSHIP,-98.3921838,29.5766701
SAN ANTONIO,CHURCHES,-98.5373864,29.5834586
SAN ANTONIO,PLACES OF WORSHIP,-98.5390342,29.5116933
SAN ANTONIO,CHURCHES,-98.5268549,29.3730819
SAN ANTONIO,CHURCHES,-98.4853586,29.3631668
SAN ANTONIO,CHURCHES,-98.448022,29.4903449
SAN ANTONIO,PLACES OF WORSHIP,-98.4254357,29.508225
SAN ANTONIO,CHURCHES,-98.4074543,29.5030483
SAN ANTONIO,CHURCHES,-98.5022226,29.4074487
SAN ANTONIO,CHURCHES,-98.5362922,29.4217458
SAN ANTONIO,CHURCHES,-98.4573147,29.414801
SAN ANTONIO,CHURCHES,-98.5148662,29.4350413
UNIVERSAL CITY,CHURCHES,-98.3013283,29.5505741
SAN ANTONIO,CHURCHES,-98.5188121,29.3969869
SAN ANTONIO,CHURCHES,-98.4763378,29.6093542
SAN ANTONIO,"TEMPLES, RELIGIOUS",-98.5849803,29.5914758
SAN ANTONIO,CHURCHES,-98.6843814,29.5340352
BROWNSVILLE,CHURCHES,-97.4406458,25.9781656
BROWNSVILLE,CHURCHES,-97.5334948,25.9358583
SAN ANTONIO,CHURCHES,-98.3569407,29.5720646
HARLINGEN,CHURCHES,-97.6994653,26.208092
SAN ANTONIO,CHURCHES,-98.4974483,29.4763965
SAN ANTONIO,CHURCHES,-98.6078127,29.5313279
BROWNSVILLE,CHURCHES,-97.4785652,25.9326568
SAN ANTONIO,CHURCHES,-98.4696906,29.5019022
SAN ANTONIO,CHURCHES,-98.6446565,29.5879834
SAN ANTONIO,CHURCHES,-98.4798191,29.3623803
SAN ANTONIO,CHURCHES,-98.6505044,29.6654938
SAN ANTONIO,CHURCHES,-98.6243418,29.5316786
SAN ANTONIO,CHURCHES,-98.7395751,29.4947605
SAN ANTONIO,CHURCHES,-98.4356301,29.5059777
SAN ANTONIO,CHURCHES,-98.4908265,29.6266904
SAN ANTONIO,CHURCHES,-98.533183,29.3402247
SAN ANTONIO,CHURCHES,-98.5018674,29.3814068
BROWNSVILLE,CHURCHES,-97.4333398,25.9307502
