"Timestamp","Accelerometer.X","Accelerometer.Y","Accelerometer.Z","DATE_TIME"
"2/8/2020 18:03:56.825",-0.008,0.328,0.762,2020-02-08 18:03:56.825
"2/8/2020 18:03:56.838",-0.051,0.422,0.723,2020-02-08 18:03:56.838
"2/8/2020 18:03:56.850",-0.063,0.586,0.652,2020-02-08 18:03:56.849
"2/8/2020 18:03:56.863",-0.027,0.707,0.625,2020-02-08 18:03:56.862
"2/8/2020 18:03:56.875",0.035,0.773,0.633,2020-02-08 18:03:56.875
"2/8/2020 18:03:56.888",0.113,0.867,0.66,2020-02-08 18:03:56.888
"2/8/2020 18:03:56.900",0.223,1.031,0.695,2020-02-08 18:03:56.900
"2/8/2020 18:03:56.913",0.336,1.207,0.746,2020-02-08 18:03:56.913
"2/8/2020 18:03:56.925",0.461,1.426,0.773,2020-02-08 18:03:56.924
"2/8/2020 18:03:56.938",0.664,1.727,0.727,2020-02-08 18:03:56.937
"2/8/2020 18:03:56.950",0.879,2,0.578,2020-02-08 18:03:56.950
"2/8/2020 18:03:56.963",1.031,2.047,0.359,2020-02-08 18:03:56.963
"2/8/2020 18:03:56.975",1.102,1.867,0.156,2020-02-08 18:03:56.974
"2/8/2020 18:03:56.988",1.117,1.684,0.043,2020-02-08 18:03:56.987
"2/8/2020 18:03:57.000",1.121,1.645,0.055,2020-02-08 18:03:57.000
"2/8/2020 18:03:57.013",1.113,1.504,0.113,2020-02-08 18:03:57.013
"2/8/2020 18:03:57.025",1.129,1.309,0.215,2020-02-08 18:03:57.025
"2/8/2020 18:03:57.038",1.168,1.031,0.328,2020-02-08 18:03:57.038
"2/8/2020 18:03:57.050",1.18,0.648,0.453,2020-02-08 18:03:57.049
"2/8/2020 18:03:57.063",1.211,0.316,0.582,2020-02-08 18:03:57.062
"2/8/2020 18:03:57.075",1.172,0.023,0.73,2020-02-08 18:03:57.075
"2/8/2020 18:03:57.088",1.129,-0.203,0.867,2020-02-08 18:03:57.088
"2/8/2020 18:03:57.100",1.059,-0.34,0.969,2020-02-08 18:03:57.099
"2/8/2020 18:03:57.113",0.957,-0.406,1.016,2020-02-08 18:03:57.112
"2/8/2020 18:03:57.125",0.836,-0.398,1.016,2020-02-08 18:03:57.125
"2/8/2020 18:03:57.138",0.73,-0.336,0.949,2020-02-08 18:03:57.138
"2/8/2020 18:03:57.150",0.68,-0.262,0.836,2020-02-08 18:03:57.150
"2/8/2020 18:03:57.163",0.664,-0.191,0.727,2020-02-08 18:03:57.163
"2/8/2020 18:03:57.175",0.656,-0.172,0.625,2020-02-08 18:03:57.174
"2/8/2020 18:03:57.188",0.633,-0.172,0.527,2020-02-08 18:03:57.187
"2/8/2020 18:03:57.200",0.574,-0.152,0.434,2020-02-08 18:03:57.200
"2/8/2020 18:03:57.213",0.504,-0.172,0.34,2020-02-08 18:03:57.213
"2/8/2020 18:03:57.225",0.48,-0.207,0.273,2020-02-08 18:03:57.224
"2/8/2020 18:03:57.238",0.477,-0.27,0.23,2020-02-08 18:03:57.237
"2/8/2020 18:03:57.250",0.5,-0.309,0.203,2020-02-08 18:03:57.250
"2/8/2020 18:03:57.263",0.559,-0.336,0.238,2020-02-08 18:03:57.263
"2/8/2020 18:03:57.275",0.625,-0.383,0.297,2020-02-08 18:03:57.275
"2/8/2020 18:03:57.288",0.664,-0.418,0.316,2020-02-08 18:03:57.288
"2/8/2020 18:03:57.300",0.711,-0.48,0.328,2020-02-08 18:03:57.299
"2/8/2020 18:03:57.313",0.711,-0.504,0.281,2020-02-08 18:03:57.312
"2/8/2020 18:03:57.325",0.754,-0.41,0.215,2020-02-08 18:03:57.325
"2/8/2020 18:03:57.338",0.816,-0.211,0.137,2020-02-08 18:03:57.338
"2/8/2020 18:03:57.350",0.84,0.066,0.09,2020-02-08 18:03:57.349
"2/8/2020 18:03:57.363",0.813,0.355,0.059,2020-02-08 18:03:57.362
"2/8/2020 18:03:57.375",0.664,0.484,0.047,2020-02-08 18:03:57.375
"2/8/2020 18:03:57.388",0.477,0.332,0.191,2020-02-08 18:03:57.388
"2/8/2020 18:03:57.400",0.383,0.195,0.473,2020-02-08 18:03:57.400
"2/8/2020 18:03:57.413",0.309,0.301,0.715,2020-02-08 18:03:57.413
"2/8/2020 18:03:57.425",0.219,0.336,0.844,2020-02-08 18:03:57.424
"2/8/2020 18:03:57.438",0.074,0.352,0.918,2020-02-08 18:03:57.437
"2/8/2020 18:03:57.450",-0.043,0.418,0.906,2020-02-08 18:03:57.450
"2/8/2020 18:03:57.463",-0.195,0.434,0.879,2020-02-08 18:03:57.463
"2/8/2020 18:03:57.475",-0.348,0.367,0.82,2020-02-08 18:03:57.474
"2/8/2020 18:03:57.488",-0.449,0.289,0.77,2020-02-08 18:03:57.487
"2/8/2020 18:03:57.500",-0.496,0.324,0.793,2020-02-08 18:03:57.500
"2/8/2020 18:03:57.513",-0.492,0.332,0.902,2020-02-08 18:03:57.513
"2/8/2020 18:03:57.525",-0.477,0.301,1.047,2020-02-08 18:03:57.525
"2/8/2020 18:03:57.538",-0.48,0.293,1.188,2020-02-08 18:03:57.538
"2/8/2020 18:03:57.550",-0.492,0.25,1.305,2020-02-08 18:03:57.549
"2/8/2020 18:03:57.563",-0.5,0.227,1.355,2020-02-08 18:03:57.562
"2/8/2020 18:03:57.575",-0.484,0.195,1.387,2020-02-08 18:03:57.575
"2/8/2020 18:03:57.588",-0.465,0.152,1.402,2020-02-08 18:03:57.588
"2/8/2020 18:03:57.600",-0.438,0.082,1.445,2020-02-08 18:03:57.599
"2/8/2020 18:03:57.613",-0.402,0.082,1.508,2020-02-08 18:03:57.612
"2/8/2020 18:03:57.625",-0.371,0.129,1.555,2020-02-08 18:03:57.625
"2/8/2020 18:03:57.638",-0.352,0.215,1.543,2020-02-08 18:03:57.638
"2/8/2020 18:03:57.650",-0.355,0.223,1.48,2020-02-08 18:03:57.650
"2/8/2020 18:03:57.663",-0.34,0.191,1.449,2020-02-08 18:03:57.663
"2/8/2020 18:03:57.675",-0.313,0.191,1.445,2020-02-08 18:03:57.674
"2/8/2020 18:03:57.688",-0.301,0.254,1.445,2020-02-08 18:03:57.687
"2/8/2020 18:03:57.700",-0.301,0.293,1.469,2020-02-08 18:03:57.700
"2/8/2020 18:03:57.713",-0.313,0.324,1.488,2020-02-08 18:03:57.713
"2/8/2020 18:03:57.725",-0.297,0.348,1.516,2020-02-08 18:03:57.724
"2/8/2020 18:03:57.738",-0.262,0.453,1.52,2020-02-08 18:03:57.737
"2/8/2020 18:03:57.750",-0.215,0.496,1.59,2020-02-08 18:03:57.750
"2/8/2020 18:03:57.763",-0.098,0.531,1.773,2020-02-08 18:03:57.763
"2/8/2020 18:03:57.775",-0.031,0.543,2.004,2020-02-08 18:03:57.775
"2/8/2020 18:03:57.788",0.02,0.555,2.191,2020-02-08 18:03:57.788
"2/8/2020 18:03:57.800",0.078,0.605,2.16,2020-02-08 18:03:57.799
"2/8/2020 18:03:57.813",0.176,0.527,1.902,2020-02-08 18:03:57.812
"2/8/2020 18:03:57.825",0.195,0.316,1.34,2020-02-08 18:03:57.825
"2/8/2020 18:03:57.838",0.141,0.145,0.52,2020-02-08 18:03:57.838
"2/8/2020 18:03:57.850",0.051,0,-0.359,2020-02-08 18:03:57.849
"2/8/2020 18:03:57.863",-0.258,-0.57,-1.004,2020-02-08 18:03:57.862
"2/8/2020 18:03:57.875",-0.246,-1.391,-1.547,2020-02-08 18:03:57.875
"2/8/2020 18:03:57.888",-0.059,-1.613,-2.402,2020-02-08 18:03:57.888
"2/8/2020 18:03:57.900",0.254,-0.465,-3.066,2020-02-08 18:03:57.900
"2/8/2020 18:03:57.913",0.438,0.914,-3.082,2020-02-08 18:03:57.913
"2/8/2020 18:03:57.925",0.309,1.332,-2.469,2020-02-08 18:03:57.924
"2/8/2020 18:03:57.938",0.027,0.676,-1.707,2020-02-08 18:03:57.937
"2/8/2020 18:03:57.950",-0.07,-0.34,-1.07,2020-02-08 18:03:57.950
"2/8/2020 18:03:57.963",-0.023,-0.941,-0.656,2020-02-08 18:03:57.963
"2/8/2020 18:03:57.975",0.02,-0.883,-0.695,2020-02-08 18:03:57.974
"2/8/2020 18:03:57.988",-0.02,-0.723,-1.008,2020-02-08 18:03:57.987
"2/8/2020 18:03:58.000",-0.02,-0.719,-1.281,2020-02-08 18:03:58.000
"2/8/2020 18:03:58.013",0.113,-0.695,-1.363,2020-02-08 18:03:58.013
"2/8/2020 18:03:58.025",0.227,-0.645,-1.379,2020-02-08 18:03:58.025
"2/8/2020 18:03:58.038",0.289,-0.5,-1.461,2020-02-08 18:03:58.038
"2/8/2020 18:03:58.050",0.391,-0.23,-1.586,2020-02-08 18:03:58.049
"2/8/2020 18:03:58.063",0.52,0.059,-1.785,2020-02-08 18:03:58.062
"2/8/2020 18:03:58.075",0.605,0.223,-1.969,2020-02-08 18:03:58.075
"2/8/2020 18:03:58.088",0.547,0.34,-2.105,2020-02-08 18:03:58.088
"2/8/2020 18:03:58.100",0.383,0.52,-2.191,2020-02-08 18:03:58.099
"2/8/2020 18:03:58.113",0.129,0.82,-2.191,2020-02-08 18:03:58.112
"2/8/2020 18:03:58.125",-0.125,1.043,-2.141,2020-02-08 18:03:58.125
"2/8/2020 18:03:58.138",-0.184,1.176,-2.137,2020-02-08 18:03:58.138
"2/8/2020 18:03:58.150",-0.191,1.293,-2.156,2020-02-08 18:03:58.150
"2/8/2020 18:03:58.163",-0.223,1.371,-2.148,2020-02-08 18:03:58.163
"2/8/2020 18:03:58.175",-0.172,1.422,-2.094,2020-02-08 18:03:58.174
"2/8/2020 18:03:58.188",-0.039,1.484,-1.984,2020-02-08 18:03:58.187
"2/8/2020 18:03:58.200",0.109,1.527,-1.879,2020-02-08 18:03:58.200
"2/8/2020 18:03:58.213",0.242,1.5,-1.828,2020-02-08 18:03:58.213
"2/8/2020 18:03:58.225",0.355,1.465,-1.832,2020-02-08 18:03:58.224
"2/8/2020 18:03:58.238",0.516,1.516,-1.727,2020-02-08 18:03:58.237
"2/8/2020 18:03:58.250",0.68,1.547,-1.453,2020-02-08 18:03:58.250
"2/8/2020 18:03:58.263",0.75,1.512,-1.125,2020-02-08 18:03:58.263
"2/8/2020 18:03:58.275",0.73,1.488,-0.84,2020-02-08 18:03:58.275
"2/8/2020 18:03:58.288",0.73,1.508,-0.613,2020-02-08 18:03:58.288
"2/8/2020 18:03:58.300",0.832,1.512,-0.367,2020-02-08 18:03:58.299
"2/8/2020 18:03:58.313",0.941,1.496,-0.137,2020-02-08 18:03:58.312
"2/8/2020 18:03:58.325",0.988,1.5,0.102,2020-02-08 18:03:58.325
"2/8/2020 18:03:58.338",1.02,1.5,0.25,2020-02-08 18:03:58.338
"2/8/2020 18:03:58.350",1.066,1.57,0.313,2020-02-08 18:03:58.349
"2/8/2020 18:03:58.363",1.051,1.469,0.355,2020-02-08 18:03:58.362
"2/8/2020 18:03:58.375",0.996,1.383,0.293,2020-02-08 18:03:58.375
"2/8/2020 18:03:58.388",0.938,1.297,0.152,2020-02-08 18:03:58.388
"2/8/2020 18:03:58.400",0.836,1.148,0.039,2020-02-08 18:03:58.400
"2/8/2020 18:03:58.413",0.742,1.117,-0.117,2020-02-08 18:03:58.413
"2/8/2020 18:03:58.425",0.711,1.109,-0.285,2020-02-08 18:03:58.424
"2/8/2020 18:03:58.438",0.699,1.035,-0.363,2020-02-08 18:03:58.437
"2/8/2020 18:03:58.450",0.758,1.113,-0.469,2020-02-08 18:03:58.450
"2/8/2020 18:03:58.463",0.828,1.211,-0.504,2020-02-08 18:03:58.463
"2/8/2020 18:03:58.475",0.871,1.309,-0.434,2020-02-08 18:03:58.474
"2/8/2020 18:03:58.488",0.938,1.438,-0.273,2020-02-08 18:03:58.487
"2/8/2020 18:03:58.500",0.961,1.504,-0.168,2020-02-08 18:03:58.500
"2/8/2020 18:03:58.513",0.957,1.406,-0.113,2020-02-08 18:03:58.513
"2/8/2020 18:03:58.525",0.93,1.336,-0.008,2020-02-08 18:03:58.525
"2/8/2020 18:03:58.538",0.883,1.285,0.137,2020-02-08 18:03:58.538
"2/8/2020 18:03:58.550",0.797,1.227,0.141,2020-02-08 18:03:58.549
"2/8/2020 18:03:58.563",0.77,1.078,0.156,2020-02-08 18:03:58.562
"2/8/2020 18:03:58.575",0.68,0.934,0.184,2020-02-08 18:03:58.575
"2/8/2020 18:03:58.588",0.559,0.797,0.172,2020-02-08 18:03:58.588
"2/8/2020 18:03:58.600",0.422,0.676,0.172,2020-02-08 18:03:58.599
"2/8/2020 18:03:58.613",0.313,0.637,0.262,2020-02-08 18:03:58.612
"2/8/2020 18:03:58.625",0.191,0.59,0.309,2020-02-08 18:03:58.625
"2/8/2020 18:03:58.638",0.031,0.586,0.203,2020-02-08 18:03:58.638
"2/8/2020 18:03:58.650",-0.141,0.727,0.086,2020-02-08 18:03:58.650
"2/8/2020 18:03:58.663",-0.281,0.84,0.215,2020-02-08 18:03:58.663
"2/8/2020 18:03:58.675",-0.328,0.883,0.461,2020-02-08 18:03:58.674
"2/8/2020 18:03:58.688",-0.344,0.965,0.566,2020-02-08 18:03:58.687
"2/8/2020 18:03:58.700",-0.344,0.926,0.523,2020-02-08 18:03:58.700
"2/8/2020 18:03:58.713",-0.383,0.863,0.453,2020-02-08 18:03:58.713
"2/8/2020 18:03:58.725",-0.359,0.848,0.434,2020-02-08 18:03:58.724
"2/8/2020 18:03:58.738",-0.352,0.828,0.395,2020-02-08 18:03:58.737
"2/8/2020 18:03:58.750",-0.445,0.961,0.371,2020-02-08 18:03:58.750
