Year,App.,Class,Order,Importer,Exporter,Importer reported quantity,Exporter reported quantity,Term,Purpose,Source
2016,I,Reptilia,Crocodylia,JP,TH,2,,live,T,D
2016,I,Reptilia,Crocodylia,JP,TH,17,,leather products (small),P,D
2016,I,Reptilia,Crocodylia,JP,TH,1511,,leather products (small),T,D
2016,I,Reptilia,Crocodylia,JP,TH,13340,,meat,T,D
2016,I,Reptilia,Crocodylia,JP,TH,12,,skins,P,D
2016,I,Reptilia,Crocodylia,JP,TH,5267,,skins,T,D
2016,I,Reptilia,Crocodylia,JP,TH,0.5,,specimens,S,D
2016,I,Reptilia,Crocodylia,JP,VN,35,,leather products (small),T,D
2016,I,Reptilia,Crocodylia,JP,VN,82,,leather products (small),T,D
2016,I,Reptilia,Crocodylia,JP,VN,2174,,skins,T,D
2016,I,Reptilia,Crocodylia,KR,CN,,2,specimens,E,C
2016,I,Reptilia,Crocodylia,KR,ES,,21,skins,T,D
2016,I,Reptilia,Crocodylia,KR,FR,,85,skins,T,D
2016,I,Reptilia,Crocodylia,KR,FR,,281,skins,T,D
2016,I,Reptilia,Crocodylia,KR,FR,,30,skins,T,D
2016,I,Reptilia,Crocodylia,KR,IT,,22,leather products (small),T,D
2016,I,Reptilia,Crocodylia,KR,IT,,16,skins,T,D
2016,I,Reptilia,Crocodylia,KR,IT,,8,leather products (small),T,D
2016,I,Reptilia,Crocodylia,KR,JP,,827,skins,T,D
2016,I,Reptilia,Crocodylia,KR,JP,,32,skins,T,D
2016,I,Reptilia,Crocodylia,KR,SG,,104,skins,T,D
2016,I,Reptilia,Crocodylia,KR,SG,,774,skins,T,D
2016,I,Reptilia,Crocodylia,MG,FR,1,1,skins,T,D
2016,I,Reptilia,Crocodylia,MG,FR,1,1,skins,T,D
2016,I,Reptilia,Crocodylia,MO,FR,2,,leather products (large),T,D
2016,I,Reptilia,Crocodylia,MO,FR,2,2,leather products (small),T,D
2016,I,Reptilia,Crocodylia,MX,IT,,254,skins,T,D
2016,I,Reptilia,Crocodylia,MX,IT,,1,skins,T,D
2016,I,Reptilia,Crocodylia,NL,TH,50,,skulls,T,D
2016,I,Reptilia,Crocodylia,NL,VN,189,,leather products (small),T,D
2016,I,Reptilia,Crocodylia,NL,VN,4,,skins,T,D
2016,I,Reptilia,Crocodylia,NZ,TH,1,,leather products (small),P,D
2016,I,Reptilia,Crocodylia,NZ,TH,1,,skins,P,D
2016,I,Reptilia,Crocodylia,QA,IT,,44,leather products (small),T,D
2016,I,Reptilia,Crocodylia,RU,FR,,3,garments,T,D
2016,I,Reptilia,Crocodylia,RU,FR,,16,leather products (small),T,D
2016,I,Reptilia,Crocodylia,RU,IT,,2,garments,T,D
2016,I,Reptilia,Crocodylia,RU,IT,,1,leather products (large),T,D
2016,I,Reptilia,Crocodylia,RU,IT,,2,leather products (small),P,D
2016,I,Reptilia,Crocodylia,RU,IT,,523,leather products (small),T,D
2016,I,Reptilia,Crocodylia,RU,IT,,5,leather products (large),T,D
2016,I,Reptilia,Crocodylia,RU,IT,,1,leather products (small),P,D
2016,I,Reptilia,Crocodylia,RU,IT,,68,leather products (small),T,D
2016,I,Reptilia,Crocodylia,SA,IT,,6,leather products (small),T,D
2016,I,Reptilia,Crocodylia,SG,CN,,1,skins,E,D
2016,I,Reptilia,Crocodylia,SG,CN,1,,skins,T,D
2016,I,Reptilia,Crocodylia,SG,FR,,1,leather products (large),T,D
2016,I,Reptilia,Crocodylia,SG,FR,5,5,skins,T,D
2016,I,Reptilia,Crocodylia,SG,HK,28370,28370,cosmetics,T,D
2016,I,Reptilia,Crocodylia,SG,HK,37,37,skins,T,D
2016,I,Reptilia,Crocodylia,SG,HK,1,1,skins,T,D
2016,I,Reptilia,Crocodylia,SG,MY,368,68,skins,T,D
2016,I,Reptilia,Crocodylia,SG,RO,,2,leather products (small),T,D
2016,I,Reptilia,Crocodylia,SG,TH,32000,,meat,T,D
2016,I,Reptilia,Crocodylia,SG,TH,1,,skins,P,D
2016,I,Reptilia,Crocodylia,SG,TH,4300,,skins,T,D
2016,I,Reptilia,Crocodylia,SG,VN,300,,oil,T,D
2016,I,Reptilia,Crocodylia,SG,VN,3420,,skins,T,D
2016,I,Reptilia,Crocodylia,SG,XX,120,,oil,T,D
2016,I,Reptilia,Crocodylia,TH,AE,,8,leather products (small),Q,D
2016,I,Reptilia,Crocodylia,TH,FR,,1,skins,T,D
2016,I,Reptilia,Crocodylia,TH,HK,,16889.07,meat,T,D
2016,I,Reptilia,Crocodylia,TH,JP,,92,leather products (small),T,D
2016,I,Reptilia,Crocodylia,TH,JP,,410,skins,T,D
2016,I,Reptilia,Crocodylia,TH,KH,,40000,live,T,D
2016,I,Reptilia,Crocodylia,TH,KH,,5700,skins,T,D
2016,I,Reptilia,Crocodylia,TH,SG,,41,leather products (small),T,D
2016,I,Reptilia,Crocodylia,TH,SG,,654,skins,T,D
2016,I,Reptilia,Crocodylia,TH,SG,,6544,skin pieces,T,D
2016,I,Reptilia,Crocodylia,TM,FR,,3,leather products (small),T,D
2016,I,Reptilia,Crocodylia,TR,FR,3,,garments,T,D
2016,I,Reptilia,Crocodylia,TR,FR,,3,garments,T,D
2016,I,Reptilia,Crocodylia,TR,FR,12,12,leather products (small),T,D
2016,I,Reptilia,Crocodylia,TR,FR,147,253,skins,T,D
2016,I,Reptilia,Crocodylia,TR,FR,32,,skins,T,I
2016,I,Reptilia,Crocodylia,TR,FR,,26,skin pieces,T,D
2016,I,Reptilia,Crocodylia,TR,FR,8,,skins,T,D
2016,I,Reptilia,Crocodylia,TR,IT,,8,leather products (small),T,D
2016,I,Reptilia,Crocodylia,TR,SG,,6,leather products (small),T,D
2016,I,Reptilia,Crocodylia,TW,IT,,1,leather products (small),T,D
2016,I,Reptilia,Crocodylia,TW,IT,,9,leather products (small),T,D
2016,I,Reptilia,Crocodylia,TW,SG,,10,leather products (small),T,D
2016,I,Reptilia,Crocodylia,TW,SG,,13,skins,T,D
2016,I,Reptilia,Crocodylia,UA,IT,,52,leather products (small),T,D
2016,I,Reptilia,Crocodylia,US,HK,600,,meat,P,I
2016,I,Reptilia,Crocodylia,US,HK,600,,meat,T,I
2016,I,Reptilia,Crocodylia,US,IT,2,2,leather products (small),T,D
2016,I,Reptilia,Crocodylia,US,IT,2,,leather products (small),T,I
2016,I,Reptilia,Crocodylia,US,KH,2,,bodies,P,I
2016,I,Reptilia,Crocodylia,US,KH,8,,leather products (small),P,I
2016,I,Reptilia,Crocodylia,US,KH,65,,leather products (small),T,I
2016,I,Reptilia,Crocodylia,US,KH,3,,trophies,P,I
2016,I,Reptilia,Crocodylia,US,RO,,2,leather products (small),T,D
2016,I,Reptilia,Crocodylia,US,TH,1,,bodies,P,I
2016,I,Reptilia,Crocodylia,US,TH,2,,leather products (large),T,I
2016,I,Reptilia,Crocodylia,US,TH,1,,medicine,P,I
2016,I,Reptilia,Crocodylia,US,TH,1,,skins,P,I
2016,I,Reptilia,Crocodylia,US,TH,1,,skulls,P,I
2016,I,Reptilia,Crocodylia,US,TR,,2,leather products (small),T,D
2016,I,Reptilia,Crocodylia,US,TR,,3,skins,T,D
2016,I,Reptilia,Crocodylia,US,VN,1,,leather products (small),P,I
2016,I,Reptilia,Crocodylia,US,VN,2,,skulls,P,I
2016,I,Reptilia,Crocodylia,UZ,FR,,1,leather products (small),T,D
2016,I,Reptilia,Crocodylia,UZ,IT,,3,leather products (small),T,D
2016,I,Reptilia,Crocodylia,VN,JP,,540,skins,T,D
2016,I,Reptilia,Crocodylia,XX,IT,,10,leather products (small),T,D
2016,I,Reptilia,Crocodylia,XX,IT,,1,leather products (small),T,R
2016,I,Reptilia,Crocodylia,XX,IT,,7,skins,T,D
2016,I,Reptilia,Crocodylia,XX,IT,,3,skins,T,D
2016,I,Reptilia,Crocodylia,ID,SK,,4,live,T,C
2016,I,Reptilia,Crocodylia,US,CD,1,,meat,P,I
2016,I,Reptilia,Crocodylia,US,NG,1,,leather products (small),P,I
2016,I,Reptilia,Crocodylia,BD,MY,,6,live,T,F
2016,I,Reptilia,Crocodylia,GB,MY,,6,live,T,C
2016,I,Reptilia,Crocodylia,US,MY,,4,live,T,F
2016,I,Amphibia,Caudata,GB,US,,2,specimens,S,W
2016,I,Amphibia,Caudata,US,HK,1,1,specimens,S,C
2016,I,Mammalia,Cetacea,US,KH,1987.4,1987,specimens,S,W
2016,I,Mammalia,Cetacea,CN,SG,1,1,live,Z,F
2016,I,Mammalia,Cetacea,CN,SG,2,2,live,Z,W
2016,I,Mammalia,Cetacea,CN,SG,2,2,live,Z,F
2016,I,Reptilia,Testudines,CN,GB,1,,bodies,Q,O
2016,I,Reptilia,Testudines,US,CA,51,,specimens,S,W
2016,I,Reptilia,Testudines,US,KN,6,,specimens,S,W
2016,I,Reptilia,Testudines,US,NI,1,,specimens,S,W
2016,I,Mammalia,Sirenia,FR,AU,1.2,,specimens,S,W
2016,I,Mammalia,Sirenia,FR,FR,1.3,1.6,specimens,S,W
2016,I,Mammalia,Proboscidea,AE,DK,,1,carvings,T,O
2016,I,Mammalia,Proboscidea,AE,FR,,3,ivory carvings,T,O
2016,I,Mammalia,Proboscidea,AE,GB,,1,ivory carvings,T,O
2016,I,Mammalia,Proboscidea,AR,CU,,106.5,ivory carvings,P,O
2016,I,Mammalia,Proboscidea,AT,CH,1,,ivory pieces,P,O
2016,I,Mammalia,Proboscidea,AT,HU,,1,ivory carvings,T,O
2016,I,Mammalia,Proboscidea,AT,JP,,1,ivory carvings,Q,O
2016,I,Mammalia,Proboscidea,AT,KR,2,,ivory carvings,Q,O
2016,I,Mammalia,Proboscidea,AT,LI,1,,ivory carvings,Q,O
2016,I,Mammalia,Proboscidea,AT,LI,1,,ivory carvings,T,O
2016,I,Mammalia,Proboscidea,AU,GB,,1,ivory carvings,P,O
2016,I,Mammalia,Proboscidea,AU,GB,,13,ivory carvings,T,O
2016,I,Mammalia,Proboscidea,AU,GB,,154,piano keys,P,O
2016,I,Mammalia,Proboscidea,AU,IE,,2,ivory carvings,P,O
2016,I,Mammalia,Proboscidea,AU,JP,,1,ivory carvings,T,O
2016,I,Mammalia,Proboscidea,BE,CH,2,,ivory carvings,T,O
2016,I,Mammalia,Proboscidea,CA,FR,,1,ivory carvings,Q,O
2016,I,Mammalia,Proboscidea,CA,GB,,7,ivory carvings,P,O
2016,I,Mammalia,Proboscidea,CA,IE,,19,ivory carvings,P,O
2016,I,Mammalia,Proboscidea,CH,AT,,1,piano keys,P,O
2016,I,Mammalia,Proboscidea,CH,BE,,3.05,ivory carvings,P,O
2016,I,Mammalia,Proboscidea,CH,DE,,5,ivory carvings,P,O
2016,I,Mammalia,Proboscidea,CH,DE,,2,ivory carvings,Q,O
2016,I,Mammalia,Proboscidea,CH,DE,,1,ivory carvings,T,O
2016,I,Mammalia,Proboscidea,CH,DK,,52,carvings,T,O
2016,I,Mammalia,Proboscidea,CH,FR,,50,piano keys,P,O
2016,I,Mammalia,Proboscidea,CH,FR,,5,ivory carvings,T,O
2016,I,Mammalia,Proboscidea,CH,GB,,1,ivory carvings,Q,O
2016,I,Mammalia,Proboscidea,CH,GB,,1,ivory carvings,T,O
2016,I,Mammalia,Proboscidea,CH,IT,,2,ivory pieces,P,O
2016,I,Mammalia,Proboscidea,CH,PL,,156,piano keys,T,O
2016,I,Mammalia,Proboscidea,CH,US,,1,ivory carvings,T,I
2016,I,Mammalia,Proboscidea,CL,ES,,2,ivory carvings,T,O
2016,I,Mammalia,Proboscidea,CL,GB,,1,ivory carvings,T,O
2016,I,Mammalia,Proboscidea,CL,HU,,1,ivory carvings,T,O
2016,I,Mammalia,Proboscidea,CL,HU,,1,ivory carvings,T,O
2016,I,Mammalia,Proboscidea,CN,DE,,8,ivory carvings,T,O
2016,I,Mammalia,Proboscidea,CN,DK,,0.7,carvings,T,O
2016,I,Mammalia,Proboscidea,CN,DK,,1,carvings,T,O
2016,I,Mammalia,Proboscidea,CN,ES,,1,ivory carvings,P,W
2016,I,Mammalia,Proboscidea,CN,FR,,1,ivory carvings,T,O
2016,I,Mammalia,Proboscidea,CN,FR,2,,ivory carvings,P,O
2016,I,Mammalia,Proboscidea,CN,FR,,8,ivory carvings,T,O
2016,I,Mammalia,Proboscidea,CN,GB,,22,ivory carvings,T,O
2016,I,Mammalia,Proboscidea,CN,HU,,2,ivory carvings,T,O
2016,I,Mammalia,Proboscidea,CN,IE,,1,ivory carvings,T,O
2016,I,Mammalia,Proboscidea,CN,IT,,1,ivory carvings,T,O
2016,I,Mammalia,Proboscidea,CN,IT,3,1,ivory pieces,P,O
2016,I,Mammalia,Proboscidea,CN,PH,,32,ivory carvings,P,O
2016,I,Mammalia,Proboscidea,CN,PH,1,,ivory pieces,P,O
2016,I,Mammalia,Proboscidea,CN,PL,,50,piano keys,T,U
2016,I,Mammalia,Proboscidea,CN,PT,,19,tusks,T,O
2016,I,Mammalia,Proboscidea,CN,US,,1,ivory carvings,T,I
2016,I,Mammalia,Proboscidea,CN,ZA,5,,ivory carvings,P,O
2016,I,Mammalia,Proboscidea,CO,ES,,1,ivory carvings,T,W
2016,I,Mammalia,Proboscidea,CU,ES,,1,ivory carvings,P,O
2016,I,Mammalia,Proboscidea,CU,ES,,8,ivory carvings,P,O
2016,I,Mammalia,Proboscidea,CU,ES,18.194,,ivory carvings,P,O
2016,I,Mammalia,Proboscidea,CZ,CH,1,,ivory pieces,T,O
2016,I,Mammalia,Proboscidea,CZ,US,5,,ivory pieces,Q,O
2016,I,Mammalia,Proboscidea,DE,CA,1,,ivory carvings,T,O
2016,I,Mammalia,Proboscidea,DE,CH,14,,ivory carvings,P,O
2016,I,Mammalia,Proboscidea,DE,CH,3,,ivory carvings,Q,O
2016,I,Mammalia,Proboscidea,DE,CH,8,,ivory carvings,T,O
2016,I,Mammalia,Proboscidea,DE,NO,37,37,ivory carvings,P,O
2016,I,Mammalia,Proboscidea,DE,NO,1,1,ivory carvings,T,O
2016,I,Mammalia,Proboscidea,DE,US,1,,ivory carvings,Q,O
2016,I,Mammalia,Proboscidea,ES,CU,,81.7,ivory carvings,P,O
2016,I,Mammalia,Proboscidea,ES,CU,,1,ivory carvings,P,O
2016,I,Mammalia,Proboscidea,FR,CH,1,,ivory carvings,P,O
2016,I,Mammalia,Proboscidea,FR,CH,131.33,,ivory carvings,Q,O
2016,I,Mammalia,Proboscidea,FR,CH,2,,ivory carvings,T,O
2016,I,Mammalia,Proboscidea,FR,CN,7,,ivory carvings,T,O
2016,I,Mammalia,Proboscidea,FR,FR,15,,ivory carvings,P,O
2016,I,Mammalia,Proboscidea,FR,HK,,6,ivory carvings,T,O
2016,I,Mammalia,Proboscidea,FR,US,,3,leather products (small),Q,O
2016,I,Mammalia,Proboscidea,GB,BS,,4,ivory carvings,T,W
2016,I,Mammalia,Proboscidea,GB,CA,112,,ivory carvings,P,O
2016,I,Mammalia,Proboscidea,GB,CA,34,,ivory carvings,T,O
2016,I,Mammalia,Proboscidea,GB,CH,1,,ivory carvings,Q,O
2016,I,Mammalia,Proboscidea,GB,CH,22,,ivory carvings,T,O
2016,I,Mammalia,Proboscidea,GB,CN,,3,ivory carvings,Q,O
2016,I,Mammalia,Proboscidea,GB,JP,35,39,ivory carvings,T,O
2016,I,Mammalia,Proboscidea,GB,NZ,20,40,ivory carvings,P,O
2016,I,Mammalia,Proboscidea,GB,SG,,1,ivory carvings,P,O
2016,I,Mammalia,Proboscidea,GB,ZA,1,,ivory carvings,P,O
2016,I,Mammalia,Proboscidea,GG,GB,,1,ivory carvings,T,O
2016,I,Mammalia,Proboscidea,HK,AT,1,,ivory carvings,T,O
2016,I,Mammalia,Proboscidea,HK,AT,,1,piano keys,Q,O
2016,I,Mammalia,Proboscidea,HK,BE,,11.24,ivory carvings,T,O
2016,I,Mammalia,Proboscidea,HK,BE,33,,ivory carvings,T,O
2016,I,Mammalia,Proboscidea,HK,CH,1,,ivory carvings,T,O
2016,I,Mammalia,Proboscidea,HK,CH,2,,tusks,T,O
2016,I,Mammalia,Proboscidea,HK,DK,,3,carvings,T,O
2016,I,Mammalia,Proboscidea,HK,ES,6.7,,ivory carvings,T,O
2016,I,Mammalia,Proboscidea,HK,ES,1,4,ivory carvings,T,O
2016,I,Mammalia,Proboscidea,HK,ES,37,37,tusks,T,O
2016,I,Mammalia,Proboscidea,HK,FR,3,,ivory carvings,T,O
2016,I,Mammalia,Proboscidea,HK,FR,12,5,ivory carvings,T,O
2016,I,Mammalia,Proboscidea,HK,GB,24,,ivory carvings,T,O
2016,I,Mammalia,Proboscidea,HK,IE,1,,ivory carvings,T,O
2016,I,Mammalia,Proboscidea,HK,PT,,1,ivory carvings,T,O
2016,I,Mammalia,Proboscidea,HK,PT,24,8,tusks,T,O
2016,I,Mammalia,Proboscidea,HK,SE,,2,ivory carvings,P,O
2016,I,Mammalia,Proboscidea,HK,SE,2,,ivory carvings,T,O
2016,I,Mammalia,Proboscidea,HU,CH,1,,ivory carvings,T,O
2016,I,Mammalia,Proboscidea,IE,CH,1,,ivory carvings,T,O
2016,I,Mammalia,Proboscidea,IE,NZ,1,1,ivory carvings,E,O
2016,I,Mammalia,Proboscidea,IL,CU,,222.8,ivory carvings,T,O
2016,I,Mammalia,Proboscidea,IS,GB,,50,piano keys,T,O
2016,I,Mammalia,Proboscidea,IT,CA,64,,ivory carvings,P,O
2016,I,Mammalia,Proboscidea,IT,MC,,1,ivory carvings,T,O
2016,I,Mammalia,Proboscidea,IT,SG,,2,ivory carvings,P,O
2016,I,Mammalia,Proboscidea,IT,US,,1,leather products (small),Q,O
2016,I,Mammalia,Proboscidea,JP,FR,2,,ivory carvings,T,O
2016,I,Mammalia,Proboscidea,JP,FR,,208,piano keys,T,O
2016,I,Mammalia,Proboscidea,JP,GB,46,48,ivory carvings,T,O
2016,I,Mammalia,Proboscidea,JP,GR,2,,ivory carvings,Q,O
2016,I,Mammalia,Proboscidea,JP,IT,,1,ivory carvings,T,O
2016,I,Mammalia,Proboscidea,JP,NL,1,1,ivory carvings,P,O
2016,I,Mammalia,Proboscidea,JP,PL,,52,piano keys,T,O
2016,I,Mammalia,Proboscidea,JP,US,1,,ivory carvings,Q,O
2016,I,Mammalia,Proboscidea,KY,GB,,1,ivory carvings,T,O
2016,I,Mammalia,Proboscidea,LB,US,,3,ivory carvings,P,O
2016,I,Mammalia,Proboscidea,LI,AT,,1,ivory carvings,E,O
2016,I,Mammalia,Proboscidea,LI,AT,,7,ivory carvings,Q,O
2016,I,Mammalia,Proboscidea,MC,FR,,1,jewellery - ivory ,T,O
2016,I,Mammalia,Proboscidea,MO,PT,,1,ivory carvings,T,O
2016,I,Mammalia,Proboscidea,MX,CU,,1634.5,ivory carvings,T,O
2016,I,Mammalia,Proboscidea,MX,CU,,0.345,ivory carvings,P,O
2016,I,Mammalia,Proboscidea,MX,ES,,1,ivory carvings,Q,W
2016,I,Mammalia,Proboscidea,MX,ES,,2,ivory carvings,T,W
2016,I,Mammalia,Proboscidea,MX,GB,,1,ivory carvings,T,O
2016,I,Mammalia,Proboscidea,MX,GB,,50,piano keys,T,O
2016,I,Mammalia,Proboscidea,MX,PT,,1,ivory carvings,T,O
2016,I,Mammalia,Proboscidea,MX,US,,4,leather products (small),P,I
2016,I,Mammalia,Proboscidea,NL,RU,12,,ivory carvings,E,O
2016,I,Mammalia,Proboscidea,NL,US,1,,ivory carvings,P,O
2016,I,Mammalia,Proboscidea,NL,US,1,,ivory carvings,Q,O
2016,I,Mammalia,Proboscidea,NL,US,,2,leather products (small),Q,O
2016,I,Mammalia,Proboscidea,NO,DE,,36,ivory carvings,P,O
2016,I,Mammalia,Proboscidea,NO,DE,,1,ivory carvings,T,O
2016,I,Mammalia,Proboscidea,NO,DK,,5,carvings,T,O
2016,I,Mammalia,Proboscidea,NO,DK,1,,ivory carvings,T,O
2016,I,Mammalia,Proboscidea,NO,DK,,1.1,carvings,T,O
2016,I,Mammalia,Proboscidea,NO,DK,,3,carvings,P,O
2016,I,Mammalia,Proboscidea,NO,DK,,12,carvings,T,O
2016,I,Mammalia,Proboscidea,NO,NL,,1,ivory carvings,T,O
2016,I,Mammalia,Proboscidea,NO,PL,,360,piano keys,T,O
2016,I,Mammalia,Proboscidea,NO,SE,,2,ivory carvings,T,O
2016,I,Mammalia,Proboscidea,NZ,FR,,1,ivory carvings,P,O
2016,I,Mammalia,Proboscidea,NZ,FR,48,30.5,ivory carvings,P,O
2016,I,Mammalia,Proboscidea,NZ,GB,4,25,ivory carvings,P,O
2016,I,Mammalia,Proboscidea,NZ,GB,4,,ivory carvings,T,O
2016,I,Mammalia,Proboscidea,NZ,HU,,1,ivory carvings,T,O
2016,I,Mammalia,Proboscidea,NZ,IE,,52,piano keys,P,O
2016,I,Mammalia,Proboscidea,NZ,ZA,52,,piano keys,P,O
2016,I,Mammalia,Proboscidea,PE,BE,,1,carvings,T,O
2016,I,Mammalia,Proboscidea,PH,SG,,3,ivory carvings,E,O
2016,I,Mammalia,Proboscidea,PH,SG,5,,ivory carvings,P,O
2016,I,Mammalia,Proboscidea,PL,CH,1,,ivory carvings,P,O
2016,I,Mammalia,Proboscidea,PL,CH,2,,ivory carvings,T,O
2016,I,Mammalia,Proboscidea,PL,NO,6,9,ivory carvings,T,O
2016,I,Mammalia,Proboscidea,PL,NO,,1,ivory carvings,T,O
2016,I,Mammalia,Proboscidea,PT,SG,10,10,ivory carvings,E,O
2016,I,Mammalia,Proboscidea,RU,GB,,2,ivory carvings,T,O
2016,I,Mammalia,Proboscidea,RU,JP,,4,ivory carvings,P,O
2016,I,Mammalia,Proboscidea,SE,NO,,1,ivory carvings,P,O
2016,I,Mammalia,Proboscidea,SE,NO,1,,ivory carvings,P,O
2016,I,Mammalia,Proboscidea,SG,FR,,1.5,ivory carvings,T,O
2016,I,Mammalia,Proboscidea,SG,GB,1,,ivory carvings,E,O
2016,I,Mammalia,Proboscidea,SG,GB,12,,ivory carvings,P,O
2016,I,Mammalia,Proboscidea,SG,HK,1,,ivory carvings,P,O
2016,I,Mammalia,Proboscidea,SG,PH,3,,ivory carvings,E,O
2016,I,Mammalia,Proboscidea,SG,PH,,5,ivory carvings,Q,O
2016,I,Mammalia,Proboscidea,SG,PT,12,10,ivory carvings,E,O
2016,I,Mammalia,Proboscidea,SG,PT,,2,ivory carvings,T,O
2016,I,Mammalia,Proboscidea,TW,GB,,4,ivory carvings,T,O
2016,I,Mammalia,Proboscidea,TW,JP,,83,ivory carvings,Q,O
2016,I,Mammalia,Proboscidea,US,AR,24,,ivory carvings,T,I
2016,I,Mammalia,Proboscidea,US,AU,52,,piano keys,P,I
2016,I,Mammalia,Proboscidea,US,BE,1,,ivory carvings,P,I
2016,I,Mammalia,Proboscidea,US,BH,1,,ivory carvings,P,I
2016,I,Mammalia,Proboscidea,US,CA,10,,bone carvings,P,I
2016,I,Mammalia,Proboscidea,US,CA,2,,ivory carvings,P,I
2016,I,Mammalia,Proboscidea,US,CA,49,,ivory carvings,P,O
2016,I,Mammalia,Proboscidea,US,CA,10,,ivory carvings,P,U
2016,I,Mammalia,Proboscidea,US,CA,104,,piano keys,P,O
2016,I,Mammalia,Proboscidea,US,CA,8,,leather products (small),Q,O
2016,I,Mammalia,Proboscidea,US,CN,16,,jewellery - ivory ,P,I
2016,I,Mammalia,Proboscidea,US,CN,5,,ivory carvings,P,I
2016,I,Mammalia,Proboscidea,US,CN,2,,leather products (small),P,I
2016,I,Mammalia,Proboscidea,US,CZ,,5,ivory pieces,Q,O
2016,I,Mammalia,Proboscidea,US,ET,3,,jewellery - ivory ,P,I
2016,I,Mammalia,Proboscidea,US,ET,1,,ivory carvings,P,I
2016,I,Mammalia,Proboscidea,US,FR,77,,ivory carvings,P,I
2016,I,Mammalia,Proboscidea,US,FR,,1,ivory carvings,Q,O
2016,I,Mammalia,Proboscidea,US,FR,,3,ivory carvings,T,O
2016,I,Mammalia,Proboscidea,US,FR,3,,leather products (small),Q,O
2016,I,Mammalia,Proboscidea,US,GB,21,,bone carvings,P,I
2016,I,Mammalia,Proboscidea,US,GB,1,,jewellery - ivory ,P,I
2016,I,Mammalia,Proboscidea,US,GB,1,,jewellery - ivory ,T,I
2016,I,Mammalia,Proboscidea,US,GB,9,,ivory carvings,P,I
2016,I,Mammalia,Proboscidea,US,GB,7,,ivory carvings,P,O
2016,I,Mammalia,Proboscidea,US,GB,1,,ivory carvings,Q,O
2016,I,Mammalia,Proboscidea,US,GB,57,,ivory carvings,T,I
2016,I,Mammalia,Proboscidea,US,GB,,1,ivory carvings,T,O
2016,I,Mammalia,Proboscidea,US,GB,,106,piano keys,P,O
2016,I,Mammalia,Proboscidea,US,GB,,50,piano keys,T,O
2016,I,Mammalia,Proboscidea,US,GB,11,,leather products (small),P,I
2016,I,Mammalia,Proboscidea,US,ID,3,,jewellery - ivory ,T,I
2016,I,Mammalia,Proboscidea,US,IT,1,,leather products (small),Q,O
2016,I,Mammalia,Proboscidea,US,JP,5,,ivory carvings,P,I
2016,I,Mammalia,Proboscidea,US,JP,2,,leather products (small),P,I
2016,I,Mammalia,Proboscidea,US,JP,1,,leather products (small),T,I
2016,I,Mammalia,Proboscidea,US,KE,1,,ivory carvings,P,I
2016,I,Mammalia,Proboscidea,US,LA,130,,meat,P,I
2016,I,Mammalia,Proboscidea,US,LA,1,,skins,P,I
2016,I,Mammalia,Proboscidea,US,MX,1,,leather products (large),T,I
2016,I,Mammalia,Proboscidea,US,MX,15,,leather products (small),P,I
2016,I,Mammalia,Proboscidea,US,NL,,1,ivory carvings,P,O
2016,I,Mammalia,Proboscidea,US,NL,11,,ivory carvings,P,I
2016,I,Mammalia,Proboscidea,US,NL,,52,ivory carvings,P,O
2016,I,Mammalia,Proboscidea,US,NL,,2,ivory carvings,Q,O
2016,I,Mammalia,Proboscidea,US,NL,52,,piano keys,P,O
2016,I,Mammalia,Proboscidea,US,NL,2,,leather products (small),Q,O
2016,I,Mammalia,Proboscidea,US,PL,,0.615,ivory carvings,P,O
2016,I,Mammalia,Proboscidea,US,PL,7,,ivory carvings,P,O
2016,I,Mammalia,Proboscidea,US,RS,,1,ivory pieces,P,O
2016,I,Mammalia,Proboscidea,US,RS,52,,piano keys,P,I
2016,I,Mammalia,Proboscidea,US,SL,1,,jewellery - ivory ,P,I
2016,I,Mammalia,Proboscidea,US,TH,2,,hair,P,I
2016,I,Mammalia,Proboscidea,US,TH,2,,jewellery - ivory ,P,I
2016,I,Mammalia,Proboscidea,US,TH,4,,jewellery - ivory ,T,I
2016,I,Mammalia,Proboscidea,US,TH,1,,ivory carvings,P,I
2016,I,Mammalia,Proboscidea,US,TH,484,,meat,P,I
2016,I,Mammalia,Proboscidea,US,TH,300,,meat,T,I
2016,I,Mammalia,Proboscidea,US,TH,7,,skin pieces,P,I
2016,I,Mammalia,Proboscidea,US,TR,,4,ivory pieces,Q,O
2016,I,Mammalia,Proboscidea,US,TW,1,,skin pieces,P,I
2016,I,Mammalia,Proboscidea,US,VN,10,,jewellery - ivory ,P,I
2016,I,Mammalia,Proboscidea,US,VN,16,,ivory carvings,P,I
2016,I,Mammalia,Proboscidea,US,VN,1,,jewellery,P,I
2016,I,Mammalia,Proboscidea,US,XX,2,,jewellery - ivory ,P,I
2016,I,Mammalia,Proboscidea,US,XX,4,,ivory carvings,P,I
2016,I,Mammalia,Proboscidea,US,XX,3,,unspecified,P,I
2016,I,Mammalia,Proboscidea,US,ZA,88,,piano keys,P,I
2016,I,Mammalia,Proboscidea,XX,DE,,17,ivory carvings,P,O
2016,I,Mammalia,Proboscidea,XX,DE,,2,ivory carvings,Q,O
2016,I,Mammalia,Proboscidea,XX,GB,,2,ivory carvings,P,O
2016,I,Mammalia,Proboscidea,XX,GB,,1,ivory carvings,T,O
