Year,App.,Class,Order,Importer,Exporter,Importer reported quantity,Exporter reported quantity,Term,Purpose,Source
2016,I,Aves,Falconiformes,KZ,AE,,1,live,P,D
2016,I,Aves,Falconiformes,KZ,AE,,22,live,P,C
2016,I,Aves,Falconiformes,KZ,AR,3,,live,P,C
2016,I,Aves,Falconiformes,KZ,AR,1,,live,P,C
2016,I,Aves,Falconiformes,KZ,AR,8,,live,P,C
2016,I,Aves,Falconiformes,KZ,DE,3,,live,P,U
2016,I,Aves,Falconiformes,KZ,DE,,3,live,T,C
2016,I,Aves,Falconiformes,KZ,SA,2,,live,P,C
2016,I,Aves,Falconiformes,KZ,SA,3,,live,P,C
2016,I,Aves,Falconiformes,MA,KW,,2,live,P,C
2016,I,Aves,Falconiformes,MA,KW,,1,live,P,C
2016,I,Aves,Falconiformes,MA,KW,,1,live,P,C
2016,I,Aves,Falconiformes,MA,KW,,1,live,P,C
2016,I,Aves,Falconiformes,MA,KW,,1,live,P,C
2016,I,Aves,Falconiformes,MX,ES,,1,live,T,C
2016,I,Aves,Falconiformes,PK,AE,,3,live,P,C
2016,I,Aves,Falconiformes,PK,AE,,2,live,P,D
2016,I,Aves,Falconiformes,PK,KW,,1,live,P,C
2016,I,Aves,Falconiformes,PK,KW,,1,live,P,C
2016,I,Aves,Falconiformes,QA,AE,,1,live,P,C
2016,I,Aves,Falconiformes,QA,AE,,2,live,P,C
2016,I,Aves,Falconiformes,QA,AE,,1,live,P,C
2016,I,Aves,Falconiformes,QA,AE,,2,live,P,D
2016,I,Aves,Falconiformes,QA,AE,,1,live,P,C
2016,I,Aves,Falconiformes,QA,AE,,1,live,P,F
2016,I,Aves,Falconiformes,QA,GB,8,8,live,T,C
2016,I,Aves,Falconiformes,QA,US,30,30,live,T,D
2016,I,Aves,Falconiformes,RS,AE,,7,live,P,C
2016,I,Aves,Falconiformes,SA,AE,,1,live,P,C
2016,I,Aves,Falconiformes,SA,AE,,1,live,P,C
2016,I,Aves,Falconiformes,SA,AE,,1,live,P,C
2016,I,Aves,Falconiformes,SA,AE,,3,live,P,D
2016,I,Aves,Falconiformes,SA,CZ,,43,live,T,C
2016,I,Aves,Falconiformes,SA,DE,,1,live,P,C
2016,I,Aves,Falconiformes,SA,DE,,2,live,T,C
2016,I,Aves,Falconiformes,SA,ES,,60,live,T,C
2016,I,Aves,Falconiformes,SA,KZ,,2,live,P,C
2016,I,Aves,Falconiformes,SA,KZ,,3,live,P,C
2016,I,Aves,Falconiformes,SA,US,,2,live,T,D
2016,I,Aves,Falconiformes,TN,KW,,4,live,P,C
2016,I,Aves,Falconiformes,US,CA,1,,live,P,C
2016,I,Aves,Falconiformes,UZ,AE,,5,live,P,C
2016,I,Aves,Falconiformes,UZ,AE,,2,live,P,C
2016,I,Aves,Falconiformes,UZ,AE,,10,live,P,C
2016,I,Aves,Falconiformes,UZ,AE,,3,live,P,D
2016,I,Aves,Falconiformes,UZ,AE,,63,live,P,C
2016,I,Aves,Falconiformes,UZ,AE,,15,live,P,C
2016,I,Aves,Falconiformes,UZ,AE,,1,live,P,D
2016,I,Aves,Falconiformes,UZ,AE,,2,live,P,D
2016,I,Aves,Falconiformes,UZ,AE,,8,live,P,C
2016,I,Aves,Falconiformes,XX,DE,,1,live,Q,C
2016,I,Aves,Falconiformes,AE,DE,1,,live,P,C
2016,I,Aves,Falconiformes,AE,DE,,1,live,T,C
2016,I,Aves,Falconiformes,AE,ES,1,,live,P,C
2016,I,Aves,Falconiformes,AE,ES,,1,live,T,C
2016,I,Aves,Falconiformes,AE,AT,,1,live,P,C
2016,I,Aves,Falconiformes,AE,CZ,1,,live,P,C
2016,I,Aves,Falconiformes,AE,CZ,,2,live,T,C
2016,I,Aves,Falconiformes,AE,CZ,1,,live,P,C
2016,I,Aves,Falconiformes,AE,ES,1,,live,P,C
2016,I,Aves,Falconiformes,AE,ES,,1,live,T,C
2016,I,Aves,Falconiformes,GB,AE,54,54,eggs,S,C
2016,I,Aves,Falconiformes,GB,QA,,1,live,T,C
2016,I,Aves,Falconiformes,GI,ES,,2,live,T,C
2016,I,Aves,Falconiformes,JP,GB,2,2,live,T,D
2016,I,Aves,Falconiformes,SA,ES,,2,live,T,C
2016,I,Aves,Falconiformes,XX,ES,,1,live,P,C
2016,I,Aves,Falconiformes,AE,AT,1,,live,P,C
2016,I,Aves,Falconiformes,AE,ES,,1,live,T,C
2016,I,Aves,Falconiformes,AE,AT,,10,live,P,C
2016,I,Aves,Falconiformes,AE,AT,18,7,live,P,C
2016,I,Aves,Falconiformes,AE,AT,3,3,live,P,C
2016,I,Aves,Falconiformes,AE,AT,1,1,live,P,C
2016,I,Aves,Falconiformes,AE,AT,34,30,live,P,C
2016,I,Aves,Falconiformes,AE,AT,2,,live,T,C
2016,I,Aves,Falconiformes,AE,BE,3,,live,P,C
2016,I,Aves,Falconiformes,AE,BE,,3,live,T,C
2016,I,Aves,Falconiformes,AE,BG,1,,live,P,C
2016,I,Aves,Falconiformes,AE,BG,,1,live,T,C
2016,I,Aves,Falconiformes,AE,BG,,1,live,T,D
2016,I,Aves,Falconiformes,AE,CA,14,,live,P,C
2016,I,Aves,Falconiformes,AE,CA,1,,live,P,F
2016,I,Aves,Falconiformes,AE,CZ,1,,live,P,C
2016,I,Aves,Falconiformes,AE,CZ,,4,live,T,C
2016,I,Aves,Falconiformes,AE,CZ,16,,live,P,C
2016,I,Aves,Falconiformes,AE,CZ,,20,live,T,C
2016,I,Aves,Falconiformes,AE,DE,5,,live,P,C
2016,I,Aves,Falconiformes,AE,DE,1,,live,P,C
2016,I,Aves,Falconiformes,AE,DE,4,,live,P,C
2016,I,Aves,Falconiformes,AE,DE,7,,live,P,C
2016,I,Aves,Falconiformes,AE,DE,130,,live,P,C
2016,I,Aves,Falconiformes,AE,DE,24,,live,P,D
2016,I,Aves,Falconiformes,AE,DE,,140,live,T,C
2016,I,Aves,Falconiformes,AE,DE,,24,live,T,D
2016,I,Aves,Falconiformes,AE,DK,,1,live,T,D
2016,I,Aves,Falconiformes,AE,DK,,2,live,T,C
2016,I,Aves,Falconiformes,AE,DK,,1,live,T,D
2016,I,Aves,Falconiformes,AE,DK,22,,live,P,C
2016,I,Aves,Falconiformes,AE,DK,,23,live,T,C
2016,I,Aves,Falconiformes,AE,DK,1,,live,T,D
2016,I,Aves,Falconiformes,AE,ES,1,,live,P,C
2016,I,Aves,Falconiformes,AE,ES,2,,live,P,D
2016,I,Aves,Falconiformes,AE,ES,,2,live,T,D
2016,I,Aves,Falconiformes,AE,ES,,1,live,T,C
2016,I,Aves,Falconiformes,AE,ES,109,,live,P,C
2016,I,Aves,Falconiformes,AE,ES,2,127,live,T,C
2016,I,Aves,Falconiformes,AE,GB,,1,live,T,C
2016,I,Aves,Falconiformes,AE,GB,1,,live,P,C
2016,I,Aves,Falconiformes,AE,GB,,4,live,T,C
2016,I,Aves,Falconiformes,AE,GB,2,,live,P,C
2016,I,Aves,Falconiformes,AE,GB,,4,live,T,C
2016,I,Aves,Falconiformes,AE,GB,,3,live,T,C
2016,I,Aves,Falconiformes,AE,GB,1,,live,P,C
2016,I,Aves,Falconiformes,AE,GB,,1,live,T,C
2016,I,Aves,Falconiformes,AE,GB,118,1,live,P,C
2016,I,Aves,Falconiformes,AE,GB,,116,live,T,C
2016,I,Aves,Falconiformes,AE,IE,5,,live,P,C
2016,I,Aves,Falconiformes,AE,IE,,7,live,T,C
2016,I,Aves,Falconiformes,AE,IT,1,,live,P,C
2016,I,Aves,Falconiformes,AE,JO,10,,live,N,W
2016,I,Aves,Falconiformes,AE,KZ,,1,live,P,C
2016,I,Aves,Falconiformes,AE,NL,16,,live,P,C
2016,I,Aves,Falconiformes,AE,NL,4,17,live,T,C
2016,I,Aves,Falconiformes,AE,OM,,1,live,P,C
2016,I,Aves,Falconiformes,AE,RS,1,,live,P,D
2016,I,Aves,Falconiformes,AE,RS,18,,live,P,D
2016,I,Aves,Falconiformes,AE,RS,,26,live,T,D
2016,I,Aves,Falconiformes,AE,SI,7,,live,P,C
2016,I,Aves,Falconiformes,AE,SI,4,,live,P,D
2016,I,Aves,Falconiformes,AE,SI,,6,live,T,C
2016,I,Aves,Falconiformes,AE,US,9,,live,P,D
2016,I,Aves,Falconiformes,AE,US,,7,live,T,D
2016,I,Aves,Falconiformes,AE,ZA,2,,live,P,C
2016,I,Aves,Falconiformes,AM,AE,,11,live,P,D
2016,I,Aves,Falconiformes,AT,AE,2,2,live,P,C
2016,I,Aves,Falconiformes,AT,AE,3,3,live,T,C
2016,I,Aves,Falconiformes,AT,AE,1,1,live,P,D
2016,I,Aves,Falconiformes,AT,CH,1,,live,B,C
2016,I,Aves,Falconiformes,BH,AT,,2,live,P,C
2016,I,Aves,Falconiformes,BH,CZ,,5,live,T,C
2016,I,Aves,Falconiformes,BH,DE,,52,live,T,C
2016,I,Aves,Falconiformes,BH,ES,,10,live,T,C
2016,I,Aves,Falconiformes,BH,IT,,5,live,T,C
2016,I,Aves,Falconiformes,CH,BE,,1,live,T,C
2016,I,Aves,Falconiformes,CH,DE,,1,bodies,T,C
2016,I,Aves,Falconiformes,CH,DE,,1,live,P,C
2016,I,Aves,Falconiformes,CH,IT,,2,live,T,C
2016,I,Aves,Falconiformes,CZ,AE,3,,live,T,C
2016,I,Aves,Falconiformes,DE,CH,3,,live,P,C
2016,I,Aves,Falconiformes,ES,AE,1,1,live,T,C
2016,I,Aves,Falconiformes,ES,AE,1,2,live,P,C
2016,I,Aves,Falconiformes,ES,AE,,1,live,T,C
2016,I,Aves,Falconiformes,ES,AE,1,1,live,P,C
2016,I,Aves,Falconiformes,ES,AE,1,1,live,P,C
2016,I,Aves,Falconiformes,ES,AE,2,3,live,P,C
2016,I,Aves,Falconiformes,ES,PE,5,5,live,T,C
2016,I,Aves,Falconiformes,ES,QA,,4,live,T,C
2016,I,Aves,Falconiformes,ES,QA,,4,live,P,C
2016,I,Aves,Falconiformes,ES,US,5,5,live,T,D
2016,I,Aves,Falconiformes,GB,AE,105,105,eggs,S,C
2016,I,Aves,Falconiformes,GB,JE,,1,live,T,C
2016,I,Aves,Falconiformes,GB,QA,,3,live,T,C
2016,I,Aves,Falconiformes,GB,QA,,7,live,T,C
2016,I,Aves,Falconiformes,GI,ES,,2,live,T,C
2016,I,Aves,Falconiformes,IT,CH,1,,live,P,C
2016,I,Aves,Falconiformes,JE,GB,1,,live,T,C
2016,I,Aves,Falconiformes,JP,CA,4,,live,T,D
2016,I,Aves,Falconiformes,JP,GB,3,,live,T,C
2016,I,Aves,Falconiformes,JP,GB,5,5,live,T,D
2016,I,Aves,Falconiformes,KW,AE,,1,live,P,C
2016,I,Aves,Falconiformes,KW,AE,,2,live,P,C
2016,I,Aves,Falconiformes,KW,BE,,2,live,T,C
2016,I,Aves,Falconiformes,KW,DE,1,,live,P,C
2016,I,Aves,Falconiformes,KW,DE,,3,live,T,C
2016,I,Aves,Falconiformes,KZ,AE,,1,live,P,C
2016,I,Aves,Falconiformes,KZ,AE,,4,live,P,C
2016,I,Aves,Falconiformes,KZ,AE,,5,live,P,C
2016,I,Aves,Falconiformes,KZ,AE,,1,live,P,C
2016,I,Aves,Falconiformes,KZ,AE,,21,live,N,W
2016,I,Aves,Falconiformes,KZ,AR,4,,live,P,C
2016,I,Aves,Falconiformes,KZ,AR,1,,live,P,C
2016,I,Aves,Falconiformes,KZ,AR,22,,live,T,C
2016,I,Aves,Falconiformes,MX,ES,,2,live,T,C
2016,I,Aves,Falconiformes,QA,AE,1,4,live,P,C
2016,I,Aves,Falconiformes,QA,AE,5,2,live,P,C
2016,I,Aves,Falconiformes,QA,AE,1,1,live,P,D
2016,I,Aves,Falconiformes,QA,AE,2,2,live,T,C
2016,I,Aves,Falconiformes,QA,AE,4,4,live,P,C
2016,I,Aves,Falconiformes,QA,AE,,19,live,P,D
2016,I,Aves,Falconiformes,QA,AE,,1,live,P,C
2016,I,Aves,Falconiformes,QA,AE,,2,live,P,D
2016,I,Aves,Falconiformes,QA,AE,,1,live,P,C
2016,I,Aves,Falconiformes,QA,AE,12,14,live,P,C
2016,I,Aves,Falconiformes,QA,AE,2,2,live,P,F
2016,I,Aves,Falconiformes,QA,AM,,4,live,P,D
2016,I,Aves,Falconiformes,QA,AT,,1,live,P,C
2016,I,Aves,Falconiformes,QA,AT,5,5,live,P,C
2016,I,Aves,Falconiformes,QA,AT,2,1,live,P,C
2016,I,Aves,Falconiformes,QA,AT,3,3,live,P,C
2016,I,Aves,Falconiformes,QA,AT,9,7,live,P,C
2016,I,Aves,Falconiformes,QA,BE,2,,live,T,C
2016,I,Aves,Falconiformes,QA,BE,2,2,live,T,C
2016,I,Aves,Falconiformes,QA,BH,1,,live,P,C
2016,I,Aves,Falconiformes,QA,BH,9,,live,P,C
2016,I,Aves,Falconiformes,QA,BH,3,,live,P,C
2016,I,Aves,Falconiformes,QA,BH,1,,live,P,C
2016,I,Aves,Falconiformes,QA,CZ,30,19,live,T,C
2016,I,Aves,Falconiformes,QA,CZ,,1,live,T,D
2016,I,Aves,Falconiformes,QA,DE,10,,live,T,C
2016,I,Aves,Falconiformes,QA,DE,23,35,live,T,C
2016,I,Aves,Falconiformes,QA,ES,11,11,live,T,C
2016,I,Aves,Falconiformes,QA,ES,10,4,live,P,C
2016,I,Aves,Falconiformes,QA,ES,41,47,live,T,C
2016,I,Aves,Falconiformes,QA,GB,1,2,live,T,C
2016,I,Aves,Falconiformes,QA,GB,25,27,live,T,C
2016,I,Aves,Falconiformes,QA,GB,10,8,live,T,D
2016,I,Aves,Falconiformes,QA,IT,12,12,live,T,C
2016,I,Aves,Falconiformes,QA,NL,1,1,live,T,C
2016,I,Aves,Falconiformes,QA,NL,,1,live,T,C
2016,I,Aves,Falconiformes,QA,NL,20,16,live,T,C
2016,I,Aves,Falconiformes,QA,NL,13,12,live,T,C
2016,I,Aves,Falconiformes,QA,PT,8,7,live,T,C
2016,I,Aves,Falconiformes,QA,RU,10,,live,T,C
2016,I,Aves,Falconiformes,QA,SK,1,1,live,T,C
2016,I,Aves,Falconiformes,QA,SK,,1,live,T,C
2016,I,Aves,Falconiformes,QA,SK,2,2,live,P,C
2016,I,Aves,Falconiformes,QA,SK,1,2,live,T,C
2016,I,Aves,Falconiformes,QA,US,2,2,live,T,D
2016,I,Aves,Falconiformes,SA,ES,,4,live,T,C
2016,I,Aves,Falconiformes,SI,AE,1,,live,T,D
2016,I,Aves,Falconiformes,TN,KW,,2,live,P,W
2016,I,Aves,Falconiformes,TR,DE,3,3,live,T,C
2016,I,Aves,Falconiformes,TW,BE,,1,live,T,C
2016,I,Aves,Falconiformes,TW,US,,2,live,T,D
2016,I,Aves,Falconiformes,US,AE,,3,live,P,C
2016,I,Aves,Falconiformes,US,AE,,2,live,P,C
2016,I,Aves,Falconiformes,US,CA,1,,feathers,P,I
2016,I,Aves,Falconiformes,US,DE,,1,bodies,T,C
2016,I,Aves,Falconiformes,UZ,AE,,2,live,P,C
2016,I,Aves,Falconiformes,XV,RS,,2,bodies,Q,O
2016,I,Aves,Falconiformes,XX,DE,,1,live,P,C
2016,I,Aves,Falconiformes,XX,DE,,1,live,P,C
2016,I,Aves,Falconiformes,ZA,DE,,4,live,T,C
2016,I,Aves,Falconiformes,AE,US,,2,live,T,D
2016,I,Aves,Falconiformes,CA,US,,1,live,N,W
2016,I,Aves,Falconiformes,US,CA,3,,live,P,D
2016,I,Aves,Falconiformes,AE,AT,,11,live,P,C
2016,I,Aves,Falconiformes,AE,AT,,2,live,T,C
2016,I,Aves,Falconiformes,AE,ES,,1,live,T,C
2016,I,Aves,Falconiformes,AE,IT,,1,live,T,C
2016,I,Aves,Falconiformes,AT,CH,1,,live,P,C
2016,I,Aves,Falconiformes,QA,AT,,2,live,P,C
2016,I,Aves,Falconiformes,QA,PT,1,2,live,T,C
2016,I,Aves,Falconiformes,GB,MU,78,,specimens,S,W
2016,I,Aves,Falconiformes,AE,AT,,4,live,P,C
2016,I,Aves,Falconiformes,AE,AT,1,1,live,P,C
2016,I,Aves,Falconiformes,AE,AT,95,72,live,P,C
2016,I,Aves,Falconiformes,AE,AT,,12,live,T,C
2016,I,Aves,Falconiformes,AE,BE,1,,live,P,C
2016,I,Aves,Falconiformes,AE,BE,1,,live,P,D
2016,I,Aves,Falconiformes,AE,BE,,2,live,T,C
2016,I,Aves,Falconiformes,AE,CA,1,,live,P,D
2016,I,Aves,Falconiformes,AE,CA,38,,live,P,C
2016,I,Aves,Falconiformes,AE,CA,102,,live,P,D
2016,I,Aves,Falconiformes,AE,CA,7,,live,P,F
2016,I,Aves,Falconiformes,AE,CA,4,,live,T,D
2016,I,Aves,Falconiformes,AE,CZ,12,,live,P,C
2016,I,Aves,Falconiformes,AE,CZ,,13,live,T,C
2016,I,Aves,Falconiformes,AE,CZ,4,,live,P,C
2016,I,Aves,Falconiformes,AE,CZ,25,,live,P,C
2016,I,Aves,Falconiformes,AE,CZ,,23,live,T,C
2016,I,Aves,Falconiformes,AE,CZ,,3,unspecified,T,C
2016,I,Aves,Falconiformes,AE,DE,2,,live,P,D
2016,I,Aves,Falconiformes,AE,DE,1,,live,P,C
2016,I,Aves,Falconiformes,AE,DE,2,,live,P,C
2016,I,Aves,Falconiformes,AE,DE,121,,live,P,C
2016,I,Aves,Falconiformes,AE,DE,92,,live,P,D
2016,I,Aves,Falconiformes,AE,DE,78,248,live,T,C
2016,I,Aves,Falconiformes,AE,DE,,47,live,T,D
2016,I,Aves,Falconiformes,AE,DK,,17,live,T,C
2016,I,Aves,Falconiformes,AE,DK,,1,live,T,C
2016,I,Aves,Falconiformes,AE,DK,26,101,live,T,D
2016,I,Aves,Falconiformes,AE,ES,1,,live,P,C
2016,I,Aves,Falconiformes,AE,ES,,2,live,T,C
2016,I,Aves,Falconiformes,AE,ES,53,4,live,P,C
2016,I,Aves,Falconiformes,AE,ES,108,164,live,T,C
2016,I,Aves,Falconiformes,AE,FR,2,,live,P,C
2016,I,Aves,Falconiformes,AE,FR,,2,live,T,C
2016,I,Aves,Falconiformes,AE,FR,45,,live,P,C
2016,I,Aves,Falconiformes,AE,FR,,45,live,T,C
2016,I,Aves,Falconiformes,AE,GB,3,3,live,P,C
2016,I,Aves,Falconiformes,AE,GB,1,1,live,P,F
2016,I,Aves,Falconiformes,AE,GB,,1,live,T,C
2016,I,Aves,Falconiformes,AE,GB,1,,live,P,D
2016,I,Aves,Falconiformes,AE,GB,397,6,live,P,C
2016,I,Aves,Falconiformes,AE,GB,98,,live,P,D
2016,I,Aves,Falconiformes,AE,GB,7,361,live,T,C
2016,I,Aves,Falconiformes,AE,GB,3,138,live,T,D
2016,I,Aves,Falconiformes,AE,IE,11,,live,P,C
2016,I,Aves,Falconiformes,AE,IE,,15,live,T,C
2016,I,Aves,Falconiformes,AE,IT,,1,live,P,C
2016,I,Aves,Falconiformes,AE,KW,,1,live,P,D
2016,I,Aves,Falconiformes,AE,KZ,,2,live,P,C
2016,I,Aves,Falconiformes,AE,MA,4,1,live,P,C
2016,I,Aves,Falconiformes,AE,MA,1,4,live,P,D
2016,I,Aves,Falconiformes,AE,MA,15,38,live,P,C
2016,I,Aves,Falconiformes,AE,NL,4,,live,P,C
2016,I,Aves,Falconiformes,AE,NL,11,11,live,T,C
2016,I,Aves,Falconiformes,AE,SI,5,,live,P,C
2016,I,Aves,Falconiformes,AE,SI,,5,live,T,C
2016,I,Aves,Falconiformes,AE,US,13,,live,P,C
2016,I,Aves,Falconiformes,AE,US,236,,live,P,D
2016,I,Aves,Falconiformes,AE,US,,236,live,T,D
2016,I,Aves,Falconiformes,AE,ZA,4,,live,P,F
2016,I,Aves,Falconiformes,AE,ZA,1,,live,P,C
2016,I,Aves,Falconiformes,AM,AE,,8,live,P,D
2016,I,Aves,Falconiformes,AT,AE,1,4,live,P,C
2016,I,Aves,Falconiformes,AT,AE,,4,live,P,C
2016,I,Aves,Falconiformes,AT,AE,3,7,live,P,D
2016,I,Aves,Falconiformes,AT,AE,1,2,live,P,F
2016,I,Aves,Falconiformes,AT,AE,3,,live,T,C
2016,I,Aves,Falconiformes,AT,AE,4,,live,T,D
2016,I,Aves,Falconiformes,AT,AE,2,2,live,P,C
2016,I,Aves,Falconiformes,AT,AE,2,9,live,P,C
2016,I,Aves,Falconiformes,AT,AE,,1,live,P,D
2016,I,Aves,Falconiformes,AT,AE,3,4,live,T,C
2016,I,Aves,Falconiformes,AT,AE,4,3,live,T,D
2016,I,Aves,Falconiformes,AT,AE,,1,live,P,C
2016,I,Aves,Falconiformes,AT,AE,,2,live,P,D
2016,I,Aves,Falconiformes,AT,AE,,6,live,T,C
2016,I,Aves,Falconiformes,AT,AE,7,7,live,T,D
2016,I,Aves,Falconiformes,AT,AE,,1,live,P,C
2016,I,Aves,Falconiformes,AT,AE,1,1,live,T,C
2016,I,Aves,Falconiformes,AT,AE,,1,live,P,C
2016,I,Aves,Falconiformes,AT,AE,,2,live,P,C
2016,I,Aves,Falconiformes,AT,AE,1,,live,T,C
2016,I,Aves,Falconiformes,AT,AE,,2,live,P,D
2016,I,Aves,Falconiformes,AT,AE,,1,live,T,F
2016,I,Aves,Falconiformes,AT,AE,3,5,live,P,C
2016,I,Aves,Falconiformes,AT,AE,1,,live,T,C
2016,I,Aves,Falconiformes,AT,CA,2,,live,T,D
2016,I,Aves,Falconiformes,BE,CH,2,,live,P,C
2016,I,Aves,Falconiformes,BH,AE,,6,live,P,D
2016,I,Aves,Falconiformes,BH,AE,,1,live,P,F
2016,I,Aves,Falconiformes,BH,DE,,2,live,T,C
2016,I,Aves,Falconiformes,BH,ES,,1,live,T,C
2016,I,Aves,Falconiformes,BH,GB,,20,live,T,C
2016,I,Aves,Falconiformes,BH,IT,,8,live,T,C
2016,I,Aves,Falconiformes,BH,NL,,37,live,T,C
2016,I,Aves,Falconiformes,BH,US,,1,live,P,F
2016,I,Aves,Falconiformes,CA,AT,,1,live,T,D
2016,I,Aves,Falconiformes,CA,AT,,2,live,T,C
2016,I,Aves,Falconiformes,CA,DE,,1,live,T,C
2016,I,Aves,Falconiformes,CA,SI,,1,live,T,D
2016,I,Aves,Falconiformes,CA,US,,18,live,T,D
2016,I,Aves,Falconiformes,CN,RU,7.5,,specimens,S,W
2016,I,Aves,Falconiformes,CZ,AE,1,1,live,P,C
2016,I,Aves,Falconiformes,CZ,AE,,1,live,P,C
2016,I,Aves,Falconiformes,CZ,AE,1,2,live,T,C
2016,I,Aves,Falconiformes,CZ,AE,2,2,live,P,C
2016,I,Aves,Falconiformes,CZ,AE,1,1,live,P,D
2016,I,Aves,Falconiformes,CZ,AE,4,4,live,T,D
2016,I,Aves,Falconiformes,CZ,AE,1,,live,B,F
2016,I,Aves,Falconiformes,CZ,AE,,1,live,T,F
2016,I,Aves,Falconiformes,CZ,CA,2,,live,P,D
2016,I,Aves,Falconiformes,CZ,US,1,1,live,P,D
2016,I,Aves,Falconiformes,DE,AE,,4,live,P,C
2016,I,Aves,Falconiformes,DE,AE,,2,live,P,C
2016,I,Aves,Falconiformes,DE,AE,,4,live,P,D
2016,I,Aves,Falconiformes,DE,AE,1,,live,T,C
2016,I,Aves,Falconiformes,DE,AE,2,,live,T,D
2016,I,Aves,Falconiformes,DE,AE,,10,live,P,C
2016,I,Aves,Falconiformes,DE,AE,,2,live,P,D
2016,I,Aves,Falconiformes,DE,AE,6,,live,T,C
2016,I,Aves,Falconiformes,DE,AE,2,,live,T,D
2016,I,Aves,Falconiformes,DE,AE,,4,live,P,C
2016,I,Aves,Falconiformes,DE,AE,,16,live,P,C
2016,I,Aves,Falconiformes,DE,AE,,3,live,P,D
2016,I,Aves,Falconiformes,DE,AE,4,,live,T,C
2016,I,Aves,Falconiformes,DE,AE,1,,live,T,D
2016,I,Aves,Falconiformes,DE,AE,,3,live,P,C
2016,I,Aves,Falconiformes,DE,AE,1,,live,T,C
2016,I,Aves,Falconiformes,DE,AE,,1,live,P,C
2016,I,Aves,Falconiformes,DE,AE,,21,live,P,D
2016,I,Aves,Falconiformes,DE,AE,14,1,live,T,D
2016,I,Aves,Falconiformes,DE,AE,,2,live,P,C
2016,I,Aves,Falconiformes,DE,CH,1,,live,P,C
2016,I,Aves,Falconiformes,ES,AE,1,4,live,P,C
2016,I,Aves,Falconiformes,ES,AE,1,,live,T,C
2016,I,Aves,Falconiformes,ES,AE,,1,live,P,C
2016,I,Aves,Falconiformes,ES,AE,3,6,live,P,D
2016,I,Aves,Falconiformes,ES,AE,2,1,live,T,D
2016,I,Aves,Falconiformes,ES,AE,,1,live,P,C
2016,I,Aves,Falconiformes,ES,AE,,6,live,P,C
2016,I,Aves,Falconiformes,ES,AE,1,2,live,P,D
2016,I,Aves,Falconiformes,ES,AE,1,,live,T,C
2016,I,Aves,Falconiformes,ES,AE,2,1,live,T,D
2016,I,Aves,Falconiformes,ES,AE,1,1,live,P,C
2016,I,Aves,Falconiformes,ES,AE,2,,live,T,C
2016,I,Aves,Falconiformes,ES,AE,1,3,live,P,C
2016,I,Aves,Falconiformes,ES,AE,,1,live,P,C
2016,I,Aves,Falconiformes,ES,AE,2,9,live,P,C
2016,I,Aves,Falconiformes,ES,AE,1,2,live,P,D
2016,I,Aves,Falconiformes,ES,AE,2,1,live,T,C
2016,I,Aves,Falconiformes,ES,AE,2,1,live,T,D
2016,I,Aves,Falconiformes,ES,AE,,1,live,P,C
2016,I,Aves,Falconiformes,ES,AE,1,,live,T,C
2016,I,Aves,Falconiformes,ES,AE,,2,live,P,C
2016,I,Aves,Falconiformes,ES,AE,8,31,live,P,D
2016,I,Aves,Falconiformes,ES,AE,5,1,live,T,D
2016,I,Aves,Falconiformes,ES,AE,2,1,live,P,C
2016,I,Aves,Falconiformes,ES,AE,,2,live,P,D
2016,I,Aves,Falconiformes,ES,AE,1,1,live,P,F
2016,I,Aves,Falconiformes,ES,CA,1,,live,T,D
2016,I,Aves,Falconiformes,ES,CA,9,,live,T,D
2016,I,Aves,Falconiformes,ES,US,2,,live,P,D
2016,I,Aves,Falconiformes,ES,US,4,9,live,T,D
2016,I,Aves,Falconiformes,GB,AE,1,1,live,B,C
2016,I,Aves,Falconiformes,GB,AE,,2,live,T,C
2016,I,Aves,Falconiformes,GB,AE,,2,specimens,B,C
2016,I,Aves,Falconiformes,GB,AE,,2,specimens,S,C
2016,I,Aves,Falconiformes,GB,AE,1,1,live,B,C
2016,I,Aves,Falconiformes,GB,AE,,2,specimens,B,C
2016,I,Aves,Falconiformes,GB,AE,,4,live,P,D
2016,I,Aves,Falconiformes,GB,AE,1,3,live,P,F
2016,I,Aves,Falconiformes,GB,AE,,1,live,T,C
2016,I,Aves,Falconiformes,GB,AE,,6,live,T,D
2016,I,Aves,Falconiformes,GB,AE,,1,specimens,S,C
2016,I,Aves,Falconiformes,GB,AE,,18,specimens,S,D
2016,I,Aves,Falconiformes,GB,AE,,6,specimens,S,F
2016,I,Aves,Falconiformes,GB,AE,,2,live,P,C
2016,I,Aves,Falconiformes,GB,AE,,1,live,B,C
2016,I,Aves,Falconiformes,GB,AE,1,1,live,B,D
2016,I,Aves,Falconiformes,GB,AE,1,2,live,P,C
2016,I,Aves,Falconiformes,GB,AE,,1,live,P,D
2016,I,Aves,Falconiformes,GB,AE,,3,live,T,C
2016,I,Aves,Falconiformes,GB,AE,,2,specimens,B,D
2016,I,Aves,Falconiformes,GB,AE,,7,specimens,S,C
2016,I,Aves,Falconiformes,GB,AE,,3,specimens,S,D
2016,I,Aves,Falconiformes,GB,AE,,6,live,P,D
2016,I,Aves,Falconiformes,GB,AE,1,1,live,T,C
2016,I,Aves,Falconiformes,GB,AE,,2,specimens,P,D
2016,I,Aves,Falconiformes,GB,AE,,1,specimens,S,C
